Utc,Bsp,Awa,Aws,Twa,Tws,Twd,Rudder2,Leeway,iSet,iDrift,Hdg,AirTmp,SeaTmp,Baro,Depth,Heel,Trim,Rudder,Tab,Forestay,Downhaul,MastAng,FrstyLen,MastButt,StbJmpr,PrtJmpr,Rake,Volts,ROT,GpsQual,PDOP,GpsNum,GpsAge,GpsGeoHt,GpsAntHt,GpsPosFx,Lat,Lon,Cog,Sog
38516.41972,2.905,2.6,9.15,3.8,6.41,127.8,,0.48,47.8,0.16,123.6,,,,15.15,1.9,,,,,,,,,,,,,,,,,,,,,39.387604,-0.299928,127,2.9
38516.41974,2.851,2.9,9.26,3.6,6.02,128.1,,-1.43,44.4,0.192,124.4,,,,14.93,-0.7,,,,,,,,,,,,,,,,,,,,,39.387596,-0.299914,122.2,2.8
38516.41975,2.802,1.9,8.73,3.1,6.02,127,,0.55,44.4,0.192,124.1,,,,15,-1,,,,,,,,,,,,,,,,,,,,,39.387592,-0.2999,122.4,2.8
38516.41976,2.759,2.2,9.09,3,6.34,127.1,,0.75,42.5,0.199,123.9,,,,15,0.8,,,,,,,,,,,,,,,,,,,,,39.387585,-0.299886,123,2.8
38516.41977,2.803,1.8,8.99,2.9,6.05,126.3,,-0.11,42.5,0.199,124,,,,14.84,-0.1,,,,,,,,,,,,,,,,,,,,,39.387577,-0.299869,121.9,2.8
38516.41978,2.827,1.6,8.56,2.3,5.74,126.6,,-0.45,45.6,0.21,124.1,,,,14.84,0.4,,,,,,,,,,,,,,,,,,,,,39.387573,-0.299856,121.5,2.8
38516.4198,2.76,1.7,8.62,2.4,5.82,126.9,,-0.51,45.6,0.21,124.1,,,,14.81,-0.7,,,,,,,,,,,,,,,,,,,,,39.387566,-0.299842,122,2.7
38516.41981,2.684,2.1,8.47,2.8,5.81,126.6,,0.96,46.1,0.197,123.1,,,,14.81,0.3,,,,,,,,,,,,,,,,,,,,,39.387558,-0.299828,125.1,2.6
38516.41982,2.659,3.2,8.71,5.9,5.97,127.1,,1.67,46.1,0.197,121.1,,,,14.81,1.2,,,,,,,,,,,,,,,,,,,,,39.387554,-0.299814,128.7,2.6
38516.41983,2.644,5.4,8.43,7.3,5.74,126.6,,0.64,51.2,0.202,118,,,,14.75,0,,,,,,,,,,,,,,,,,,,,,39.387547,-0.2998,132.6,2.6
38516.41985,2.582,7.2,8.45,9.6,5.93,125.7,,1.02,45.3,0.222,115.1,,,,14.75,0.2,,,,,,,,,,,,,,,,,,,,,39.387547,-0.299786,134.4,2.6
38516.41986,2.546,8.4,8.52,13.7,5.93,125.3,,2.11,45.3,0.222,111.9,,,,14.72,1.7,,,,,,,,,,,,,,,,,,,,,39.387543,-0.299775,133.9,2.5
38516.41987,2.523,11.7,8.27,15.7,5.84,124.5,,3,47.1,0.215,108.5,,,,14.69,1.2,,,,,,,,,,,,,,,,,,,,,39.387539,-0.299756,132.2,2.5
38516.41988,2.478,13.5,8.32,20.9,5.91,123.5,,4.57,47.1,0.215,104.6,,,,14.69,1.8,,,,,,,,,,,,,,,,,,,,,39.387535,-0.299739,130,2.5
38516.41989,2.439,17.6,8.13,23.7,5.75,122.4,,5.41,53,0.226,100.8,,,,14.69,2.4,,,,,,,,,,,,,,,,,,,,,39.387539,-0.299719,127.6,2.5
38516.4199,2.438,20.1,8.14,30,5.93,121.5,,3.83,53,0.226,93.9,,,,14.69,4.2,,,,,,,,,,,,,,,,,,,,,39.387547,-0.299689,124.8,2.5
38516.41992,2.359,23,7.9,31.8,5.81,119.2,,4.88,52.3,0.239,89.3,,,,14.69,1.4,,,,,,,,,,,,,,,,,,,,,39.387554,-0.299672,116.1,2.4
38516.41993,2.381,25,8.57,33.4,6.44,117,,4.6,52.3,0.239,85.9,,,,14.69,3.1,,,,,,,,,,,,,,,,,,,,,39.387554,-0.299656,116.1,2.4
38516.41994,2.443,27.3,8.44,38.6,6.1,116,,5.73,49.4,0.27,81.2,,,,14.69,3.2,,,,,,,,,,,,,,,,,,,,,39.387558,-0.299639,109.2,2.5
38516.41995,2.45,29.1,8.22,40,6.25,115,,4.32,49.4,0.27,77.6,,,,14.81,3.2,,,,,,,,,,,,,,,,,,,,,39.387566,-0.299625,109.2,2.5
38516.41996,2.477,29.8,8.54,41.2,6.6,114.2,,2.36,48.9,0.282,74.6,,,,14.84,2.6,,,,,,,,,,,,,,,,,,,,,39.387573,-0.299614,104.4,2.5
38516.41998,2.561,32,8.59,43,6.55,113.6,,2.65,48.9,0.282,70.6,,,,14.75,0.8,,,,,,,,,,,,,,,,,,,,,39.387581,-0.2996,95.9,2.5
38516.41999,2.521,32.3,8.57,47.5,6.57,113.5,,5.82,44.7,0.303,67.9,,,,14.78,1.7,,,,,,,,,,,,,,,,,,,,,39.387585,-0.299583,95.9,2.5
38516.42,2.549,38.6,8.4,51.3,6.68,116.1,,3.58,44.7,0.303,64.4,,,,14.78,2.9,,,,,,,,,,,,,,,,,,,,,39.387596,-0.299575,86.4,2.7
38516.42001,2.633,41.3,7.95,56.5,6.18,116.7,,3.22,41.2,0.313,61,,,,14.69,1.8,,,,,,,,,,,,,,,,,,,,,39.387604,-0.299561,86.4,2.7
38516.42002,2.652,42.3,7.87,61,6.3,117.3,,3,41.2,0.313,57.7,,,,14.69,3.5,,,,,,,,,,,,,,,,,,,,,39.387619,-0.299553,82.6,2.8
38516.42004,2.746,46,7.85,63.3,6.26,118.5,,1.97,36.9,0.345,54.8,,,,14.81,2,,,,,,,,,,,,,,,,,,,,,39.387634,-0.299539,72.2,2.8
38516.42005,2.864,47.3,7.96,68.4,6.83,120.3,,1.58,36.9,0.345,51.7,,,,14.81,1.3,,,,,,,,,,,,,,,,,,,,,39.387646,-0.299528,72.2,2.8
38516.42006,2.89,54.8,8.43,72.6,6.85,122.3,,3.4,32.4,0.374,48.3,,,,14.66,0,,,,,,,,,,,,,,,,,,,,,39.387657,-0.299517,66.3,3
38516.42007,2.884,57.2,7.54,78.8,6.44,124.2,,2.35,32.4,0.374,46.2,,,,14.66,3.8,,,,,,,,,,,,,,,,,,,,,39.387672,-0.299508,66.3,3
38516.42009,2.999,59.2,7.87,81.1,6.88,125.2,,0.92,29.9,0.387,44.2,,,,14.84,1.5,,,,,,,,,,,,,,,,,,,,,39.387688,-0.299503,50.5,3.1
38516.4201,3.219,59,7.79,83.2,6.71,125.4,,0.81,24.9,0.404,41.9,,,,14.84,-0.6,,,,,,,,,,,,,,,,,,,,,39.387699,-0.299492,49.5,3.1
38516.42011,3.325,59.2,8.04,83.4,7,124.7,,2.01,24.9,0.404,41.7,,,,14.84,1.8,,,,,,,,,,,,,,,,,,,,,39.387714,-0.299483,45.1,3.2
38516.42012,3.373,59,7.77,84.3,6.67,124.9,,2.48,24.5,0.392,41,,,,14.84,4,,,,,,,,,,,,,,,,,,,,,39.38773,-0.299475,39.1,3.3
38516.42013,3.364,59.3,7.7,85.2,6.76,124.3,,1.54,24.5,0.392,40,,,,14.87,2.9,,,,,,,,,,,,,,,,,,,,,39.387745,-0.299467,37.6,3.3
38516.42014,3.471,60,7.97,85.2,6.93,124,,1.37,20.3,0.402,39.1,,,,14.78,1.3,,,,,,,,,,,,,,,,,,,,,39.38776,-0.299458,37.3,3.4
38516.42016,3.514,61.5,7.77,87.8,6.83,125.6,,1.93,20.3,0.402,37.8,,,,14.78,2.7,,,,,,,,,,,,,,,,,,,,,39.387775,-0.29945,36.6,3.6
38516.42017,3.532,62.5,7.72,89.3,6.9,125.7,,1.52,17.8,0.407,36.8,,,,14.9,1.9,,,,,,,,,,,,,,,,,,,,,39.387794,-0.299442,36.6,3.6
38516.42018,3.597,62.8,8.05,89.5,7.16,125.3,,1.57,17.8,0.407,37.1,,,,14.9,2.1,,,,,,,,,,,,,,,,,,,,,39.38781,-0.299431,35.3,3.6
38516.42019,3.626,61.6,7.96,88.2,6.9,124,,2.15,17.8,0.407,37.4,,,,14.9,2.7,,,,,,,,,,,,,,,,,,,,,39.387829,-0.299419,32.1,3.7
38516.4202,3.647,59.7,7.68,88,6.62,123.6,,2.19,17.8,0.407,37,,,,15,4.3,,,,,,,,,,,,,,,,,,,,,39.38784,-0.299411,29.7,3.8
38516.42022,3.8,59.7,7.74,88.6,6.92,123.9,,0.72,19.3,0.4,36.1,,,,15.03,2.2,,,,,,,,,,,,,,,,,,,,,39.387859,-0.299403,29.4,3.8
38516.42023,3.859,60,8.15,88.6,6.94,123.2,,0.94,19.3,0.4,36.4,,,,14.69,0.4,,,,,,,,,,,,,,,,,,,,,39.387878,-0.299389,30.6,3.9
38516.42024,3.88,58.6,8.07,86.7,6.88,122.3,,2.36,19.9,0.412,36.9,,,,14.69,0.9,,,,,,,,,,,,,,,,,,,,,39.38789,-0.299378,30.5,3.9
38516.42025,3.902,58.1,7.56,88.5,6.3,124.8,,1.98,19.9,0.412,37,,,,15,5.5,,,,,,,,,,,,,,,,,,,,,39.387909,-0.299364,29.3,4
38516.42026,3.927,58.1,7.64,89.3,6.5,124.1,,1.48,10.8,0.466,37,,,,15,2.4,,,,,,,,,,,,,,,,,,,,,39.387924,-0.299358,28,4
38516.42028,3.952,57.9,7.75,88.3,6.51,123.5,,1.44,10.8,0.466,36.8,,,,15.15,2.1,,,,,,,,,,,,,,,,,,,,,39.387939,-0.299347,28.6,4.1
38516.42029,4.031,57.1,7.63,88.8,6.42,124,,1.28,10.4,0.486,36.4,,,,15.15,1.5,,,,,,,,,,,,,,,,,,,,,39.387955,-0.299333,30.2,4.1
38516.4203,4.081,56.6,7.62,88.6,6.28,124.2,,1.67,10.4,0.486,37.2,,,,15.09,2.8,,,,,,,,,,,,,,,,,,,,,39.387989,-0.299308,31.1,4.1
38516.42031,4.04,56.8,7.71,88.3,6.43,124,,1.89,3.9,0.511,37.5,,,,15.24,3.7,,,,,,,,,,,,,,,,,,,,,39.388004,-0.299297,29.8,4.2
38516.42032,4.047,55.8,7.54,87.9,6.34,123.5,,1.15,3.9,0.511,37.3,,,,15.24,2.7,,,,,,,,,,,,,,,,,,,,,39.388023,-0.299283,28.9,4.2
38516.42033,4.103,56.5,7.84,87.8,6.51,123.9,,0.97,357.9,0.521,37.8,,,,15.24,1.9,,,,,,,,,,,,,,,,,,,,,39.388042,-0.299269,29.8,4.2
38516.42035,4.153,54.1,7.89,86.5,6.42,123.6,,1.12,357.9,0.521,39.8,,,,15.21,1.9,,,,,,,,,,,,,,,,,,,,,39.388054,-0.299258,29.8,4.2
38516.42036,4.07,53.4,7.81,85.3,6.2,123.6,,1.67,350.7,0.509,41.6,,,,15.21,3,,,,,,,,,,,,,,,,,,,,,39.388073,-0.299244,26.3,4.3
38516.42037,4.145,51.6,7.76,83.9,6.11,124.5,,1.04,350.7,0.509,43.4,,,,15.36,3.4,,,,,,,,,,,,,,,,,,,,,39.388088,-0.299233,26.3,4.3
38516.42038,4.221,50.7,7.81,82.1,6.25,124.9,,0.87,344.2,0.502,45.6,,,,15.39,3.2,,,,,,,,,,,,,,,,,,,,,39.388107,-0.299217,25.8,4.3
38516.42039,4.232,50.4,8.43,80.4,6.59,124,,1.29,344.2,0.502,46.9,,,,15.24,-0.1,,,,,,,,,,,,,,,,,,,,,39.388115,-0.299197,30.6,4.3
38516.42041,4.182,48.9,8.13,81.3,5.81,127.3,,2.31,343.5,0.483,48.4,,,,15.21,1.6,,,,,,,,,,,,,,,,,,,,,39.38813,-0.299175,30.6,4.3
38516.42042,4.157,48.4,7.59,81.6,5.85,128.2,,1.34,343.5,0.483,50.7,,,,15.48,6.5,,,,,,,,,,,,,,,,,,,,,39.388145,-0.299158,31.8,4.3
38516.42043,4.317,49.1,8.23,80.8,6.29,129,,1.05,340.1,0.472,52,,,,15.48,1.3,,,,,,,,,,,,,,,,,,,,,39.388157,-0.299144,31.8,4.3
38516.42044,4.334,47.7,8.14,78.1,6.12,128.1,,1.9,340.1,0.472,52.6,,,,15.27,-0.3,,,,,,,,,,,,,,,,,,,,,39.388168,-0.299119,33.5,4.3
38516.42045,4.37,46.7,8.56,76.4,6.4,127.5,,2.08,340.1,0.45,54,,,,15.12,4.7,,,,,,,,,,,,,,,,,,,,,39.38818,-0.299097,39.8,4.3
38516.42047,4.366,46.1,8.22,78.3,5.87,130,,2.43,340.1,0.45,54.8,,,,15.12,6.4,,,,,,,,,,,,,,,,,,,,,39.388195,-0.299078,42.8,4.4
38516.42048,4.373,45.9,8.24,77.3,6.3,128.9,,1.45,339.2,0.453,55.1,,,,15.3,3.7,,,,,,,,,,,,,,,,,,,,,39.388206,-0.299058,44.5,4.4
38516.42049,4.393,45.7,8.97,74.2,6.69,126.8,,1.24,339.2,0.453,55.3,,,,15.3,1.4,,,,,,,,,,,,,,,,,,,,,39.388218,-0.299036,44.5,4.4
38516.4205,4.422,45.3,8.82,74.8,6.35,128,,2.02,338.7,0.444,55.3,,,,15.3,2.4,,,,,,,,,,,,,,,,,,,,,39.388229,-0.299014,49.7,4.4
38516.42051,4.47,45.3,8.36,76.7,6.05,130.6,,1.31,340.1,0.429,56.1,,,,15.27,4.5,,,,,,,,,,,,,,,,,,,,,39.388241,-0.298989,49.6,4.5
38516.42053,4.565,45.8,8.56,76.6,6.44,131.4,,1.09,340.1,0.429,56.2,,,,15.36,4.1,,,,,,,,,,,,,,,,,,,,,39.388256,-0.298969,48.1,4.5
38516.42054,4.625,45.9,8.72,77,6.42,131.2,,1.09,340.1,0.429,56.1,,,,15.36,3.1,,,,,,,,,,,,,,,,,,,,,39.388271,-0.29895,49.6,4.4
38516.42055,4.643,43.9,8.96,74.5,6.47,128.2,,1.38,337.7,0.425,56,,,,15.24,0.8,,,,,,,,,,,,,,,,,,,,,39.388279,-0.298925,51.8,4.4
38516.42056,4.619,42.7,8.85,72.8,6.16,126.9,,1.75,337.7,0.425,56.4,,,,15.21,3.6,,,,,,,,,,,,,,,,,,,,,39.38829,-0.298906,51.3,4.6
38516.42057,4.673,41.6,8.85,71.5,6.2,126.4,,1.64,337.1,0.416,56.6,,,,15.33,5.1,,,,,,,,,,,,,,,,,,,,,39.388309,-0.298883,51.3,4.6
38516.42059,4.736,41.6,8.92,71.3,6.2,126.2,,0.82,337.1,0.416,56.5,,,,15.36,1.9,,,,,,,,,,,,,,,,,,,,,39.388321,-0.298864,50.1,4.6
38516.4206,4.747,40.3,9.13,69.8,6.35,124.5,,1.13,333.4,0.43,56.4,,,,15.3,3.1,,,,,,,,,,,,,,,,,,,,,39.388332,-0.298842,50.4,4.7
38516.42061,4.764,40.8,9.26,70.1,6.2,125.1,,1.57,331.4,0.404,55.6,,,,15.33,1.4,,,,,,,,,,,,,,,,,,,,,39.388351,-0.298817,51.8,4.7
38516.42062,4.787,39.4,8.58,71.4,5.75,125.4,,1.38,331.4,0.404,55.7,,,,15.36,3.2,,,,,,,,,,,,,,,,,,,,,39.388359,-0.298797,53.9,4.7
38516.42063,4.742,39.4,8.52,70.2,5.66,124.5,,1.4,326.2,0.391,55.6,,,,15.39,6.1,,,,,,,,,,,,,,,,,,,,,39.38839,-0.298753,51.7,4.7
38516.42064,4.798,39.6,8.66,70.8,5.81,125.3,,0.91,326.2,0.391,54.3,,,,15.39,2.5,,,,,,,,,,,,,,,,,,,,,39.388401,-0.298733,50,4.7
38516.42066,4.767,39.5,8.59,71.5,5.79,124.2,,0.93,323.6,0.404,53.4,,,,15.3,1.8,,,,,,,,,,,,,,,,,,,,,39.388401,-0.298733,51.8,4.7
38516.42067,4.724,40.1,8.68,71.9,5.96,124.4,,1.23,323.6,0.404,52.9,,,,15.3,1.9,,,,,,,,,,,,,,,,,,,,,39.388416,-0.298708,52.3,4.8
38516.42068,4.656,42.1,8.58,72.7,5.99,125.2,,1.35,323.6,0.367,51.7,,,,15.39,2.5,,,,,,,,,,,,,,,,,,,,,39.388432,-0.298686,51.7,4.8
38516.42069,4.691,42.8,8.21,78.2,5.81,128.9,,0.64,323.6,0.367,50.6,,,,15.42,3.4,,,,,,,,,,,,,,,,,,,,,39.388462,-0.298647,51.7,4.8
38516.4207,4.72,46.9,8.5,79.4,6.41,130.6,,0.6,322.6,0.371,50,,,,15.42,1.3,,,,,,,,,,,,,,,,,,,,,39.388462,-0.298647,50.2,4.8
38516.42072,4.718,48,8.41,81.5,6.32,130.9,,0.98,322.6,0.371,49.3,,,,15.42,1,,,,,,,,,,,,,,,,,,,,,39.388481,-0.298625,48.8,4.7
38516.42073,4.663,48.8,8.5,81.5,6.42,130.7,,1.67,322.6,0.359,48.6,,,,15.42,1.8,,,,,,,,,,,,,,,,,,,,,39.388512,-0.298586,48.4,4.7
38516.42074,4.636,49.4,7.96,84.3,6.06,132.5,,1.52,322.6,0.359,47.9,,,,15.39,3.9,,,,,,,,,,,,,,,,,,,,,39.388512,-0.298586,47.5,4.7
38516.42075,4.704,50,7.99,86.3,6.19,133.3,,0.99,318.4,0.341,47.4,,,,15.73,3.7,,,,,,,,,,,,,,,,,,,,,39.388531,-0.298572,44.8,4.7
38516.42076,4.665,50.9,8.13,85.9,6.36,132.3,,0.97,318.4,0.341,47.1,,,,15.76,1.9,,,,,,,,,,,,,,,,,,,,,39.38855,-0.298553,43.1,4.7
38516.42078,4.706,51.4,8.49,85.2,6.68,131.5,,1.27,318.6,0.354,46.8,,,,15.67,2.4,,,,,,,,,,,,,,,,,,,,,39.388588,-0.298519,42.5,4.7
38516.42079,4.788,50.9,8.03,86.7,6.2,133.2,,1.46,318.6,0.354,46,,,,15.48,3.4,,,,,,,,,,,,,,,,,,,,,39.388603,-0.2985,43,4.8
38516.4208,4.809,50.4,7.85,87.6,6.29,132.7,,0.75,319.2,0.323,46.1,,,,15.48,3.9,,,,,,,,,,,,,,,,,,,,,39.388622,-0.298483,41.3,4.8
38516.42081,4.855,52.1,8.56,86.9,6.72,131.7,,0.75,319.2,0.323,46.4,,,,15.51,2.3,,,,,,,,,,,,,,,,,,,,,39.388641,-0.298467,39.7,4.8
38516.42082,4.814,50.7,8.28,86.3,6.42,131.5,,1.29,320.4,0.331,46.4,,,,15.36,3.1,,,,,,,,,,,,,,,,,,,,,39.388657,-0.29845,39.6,4.8
38516.42084,4.795,50.4,8.27,85.6,6.37,130.8,,1.1,320.4,0.331,46.3,,,,15.36,2.3,,,,,,,,,,,,,,,,,,,,,39.38868,-0.298431,40.4,4.8
38516.42085,4.783,50.4,8.32,85.4,6.43,130.8,,1.17,320.1,0.305,46.5,,,,15.36,2,,,,,,,,,,,,,,,,,,,,,39.388691,-0.298411,40.4,4.8
38516.42086,4.7,50.1,8.15,85.3,6.19,130.8,,1.27,320.1,0.305,47.1,,,,15.33,2.8,,,,,,,,,,,,,,,,,,,,,39.38871,-0.298392,40.2,4.8
38516.42087,4.673,50.2,8.26,84.3,6.41,130.7,,1.38,319.6,0.268,47.4,,,,15.54,3.5,,,,,,,,,,,,,,,,,,,,,39.388729,-0.298375,38.9,4.8
38516.42089,4.734,48.8,7.93,85.5,5.99,131.3,,1.13,319.6,0.268,47.3,,,,15.54,3,,,,,,,,,,,,,,,,,,,,,39.388748,-0.298356,39.3,4.8
38516.4209,4.762,48.8,8.13,84.8,6.2,129.9,,1.15,319.8,0.28,47.2,,,,15.64,3,,,,,,,,,,,,,,,,,,,,,39.388763,-0.298339,40,4.8
38516.42091,4.747,48.4,8.58,81.9,6.48,127.6,,1.32,319.8,0.28,47.4,,,,15.6,2.4,,,,,,,,,,,,,,,,,,,,,39.388779,-0.298317,40,4.8
38516.42092,4.715,47,8.22,82.3,5.89,128.2,,1.78,323.6,0.265,47.4,,,,15.57,3.2,,,,,,,,,,,,,,,,,,,,,39.388798,-0.298297,41.8,4.8
38516.42093,4.689,46.1,7.95,81.6,5.78,127.6,,1.62,323.6,0.265,47.5,,,,15.82,4.7,,,,,,,,,,,,,,,,,,,,,39.388813,-0.298281,41.1,4.9
38516.42095,4.782,45,7.95,80.5,5.73,126.4,,1.02,323.6,0.278,47.5,,,,15.82,3.8,,,,,,,,,,,,,,,,,,,,,39.388832,-0.298261,40.8,4.8
38516.42096,4.785,44.4,8.37,79,5.93,124.1,,1.13,323.6,0.278,47.5,,,,15.73,1.6,,,,,,,,,,,,,,,,,,,,,39.388851,-0.298242,41.9,4.8
38516.42097,4.721,43.3,7.94,80.2,5.34,126.4,,1.4,324.9,0.261,47.5,,,,15.51,4.6,,,,,,,,,,,,,,,,,,,,,39.388882,-0.2982,42.6,4.8
38516.42098,4.784,44.4,7.94,80.5,5.78,127.7,,1.08,327.5,0.265,47.7,,,,15.7,2.7,,,,,,,,,,,,,,,,,,,,,39.388901,-0.298183,41.9,4.9
38516.42099,4.809,44.2,7.76,81.8,5.47,128.6,,1.1,327.5,0.265,47.8,,,,15.67,2.1,,,,,,,,,,,,,,,,,,,,,39.388916,-0.298164,41.8,4.9
38516.42101,4.764,44,7.78,81.5,5.6,128.1,,1.24,326.2,0.269,48.1,,,,15.67,3.7,,,,,,,,,,,,,,,,,,,,,39.388935,-0.298144,41.6,4.9
38516.42102,4.839,44.7,8.06,81.1,5.75,127.7,,1,326.2,0.269,48.1,,,,15.67,1.7,,,,,,,,,,,,,,,,,,,,,39.38895,-0.298125,40.5,4.9
38516.42103,4.831,43.8,8.04,80.3,5.51,127,,1.22,326.2,0.269,48,,,,15.6,0.9,,,,,,,,,,,,,,,,,,,,,39.388966,-0.298103,41.5,4.9
38516.42104,4.792,43.4,7.95,79.9,5.56,126.8,,1.29,326.2,0.269,48.4,,,,15.64,4.7,,,,,,,,,,,,,,,,,,,,,39.388966,-0.298103,42.2,4.9
38516.42105,4.841,43.6,8.01,79.6,5.64,126.5,,1.06,327.4,0.277,48.6,,,,15.64,3.8,,,,,,,,,,,,,,,,,,,,,39.389004,-0.298067,41.1,4.9
38516.42106,4.873,42.9,7.98,79.6,5.39,127.4,,1.25,327.4,0.277,48,,,,15.6,1.7,,,,,,,,,,,,,,,,,,,,,39.389015,-0.298044,42.1,4.9
38516.42108,4.881,42.7,7.85,80.4,5.43,127.4,,0.9,329.2,0.248,47.8,,,,15.6,2.7,,,,,,,,,,,,,,,,,,,,,39.389034,-0.298022,44.1,4.9
38516.42109,4.902,44.4,7.86,83.2,5.32,129.8,,0.82,329.2,0.248,47.2,,,,15.67,2.5,,,,,,,,,,,,,,,,,,,,,39.389034,-0.298022,44.1,4.9
38516.4211,4.906,43.7,7.68,83.3,5.36,129.3,,0.6,328.7,0.273,46.8,,,,15.76,1.7,,,,,,,,,,,,,,,,,,,,,39.389069,-0.297986,44.1,4.9
38516.42111,4.873,44.3,7.82,82.5,5.49,128.5,,0.59,328.7,0.273,46.2,,,,15.76,1.3,,,,,,,,,,,,,,,,,,,,,39.389088,-0.297967,43.5,4.9
38516.42112,4.871,44.2,7.76,82.7,5.5,128.1,,0.54,326,0.281,45.5,,,,15.76,1.6,,,,,,,,,,,,,,,,,,,,,39.389107,-0.29795,43.3,4.9
38516.42114,4.901,44.2,7.79,82.2,5.62,126.6,,0.69,326,0.281,44.8,,,,15.91,-0.4,,,,,,,,,,,,,,,,,,,,,39.389122,-0.297928,44,4.8
38516.42115,4.852,44.4,7.73,82.1,5.32,128.3,,1.03,328.3,0.298,44.6,,,,16.21,3.9,,,,,,,,,,,,,,,,,,,,,39.389141,-0.297911,41.7,4.8
38516.42116,4.779,44.8,7.32,85.8,5.45,129.4,,0.57,328.3,0.298,43.8,,,,16.21,4.8,,,,,,,,,,,,,,,,,,,,,39.38916,-0.297897,39.8,4.8
38516.42117,4.725,46.9,7.81,84.9,5.8,126.5,,0.46,326.6,0.34,43.1,,,,16.73,-0.5,,,,,,,,,,,,,,,,,,,,,39.389179,-0.297881,40.6,4.8
38516.42119,4.723,45.8,7.9,82.4,5.64,125.1,,0.77,326.6,0.34,42.9,,,,16.73,0.7,,,,,,,,,,,,,,,,,,,,,39.389194,-0.297864,40.6,4.8
38516.4212,4.759,45.4,7.64,83,5.55,125.5,,0.77,324.6,0.349,42.9,,,,16.89,2.6,,,,,,,,,,,,,,,,,,,,,39.389214,-0.297847,39.6,4.8
38516.42121,4.768,47.9,8.06,83.7,6,126.1,,0.9,324.6,0.349,42.5,,,,17.13,2.5,,,,,,,,,,,,,,,,,,,,,39.389236,-0.297831,39.6,4.8
38516.42122,4.78,47.2,7.71,85.5,5.62,127,,0.3,325.3,0.395,41.5,,,,17.13,1.5,,,,,,,,,,,,,,,,,,,,,39.389252,-0.297817,38.8,4.7
38516.42123,4.809,49,8.25,84.3,6.46,125.9,,0.23,325.3,0.395,41,,,,17.16,-0.5,,,,,,,,,,,,,,,,,,,,,39.389271,-0.297797,38.6,4.7
38516.42124,4.902,50.4,7.71,89.9,5.94,130.4,,0.73,324.5,0.387,40.4,,,,17.16,2.8,,,,,,,,,,,,,,,,,,,,,39.389286,-0.297781,38.4,4.7
38516.42126,4.813,51.8,7.93,89,6.27,129,,0.7,324.5,0.387,40,,,,17.13,2.5,,,,,,,,,,,,,,,,,,,,,39.389309,-0.297769,36.5,4.6
38516.42127,4.718,51.5,7.76,89.2,6.06,128.2,,0.63,324.4,0.425,39.1,,,,16.89,0.1,,,,,,,,,,,,,,,,,,,,,39.389324,-0.297756,36.4,4.6
38516.42128,4.688,51.4,7.68,90.1,5.79,129,,0.55,324.4,0.425,38.6,,,,16.12,0.4,,,,,,,,,,,,,,,,,,,,,39.389343,-0.297742,36.5,4.6
38516.42129,4.679,51.2,7.09,92.4,5.54,130.7,,0.43,321.9,0.414,38.3,,,,15.88,0.9,,,,,,,,,,,,,,,,,,,,,39.389362,-0.297728,34.6,4.5
38516.4213,4.679,52.1,7.28,92.8,5.78,131.4,,0.81,321.9,0.414,38.2,,,,15.88,1.1,,,,,,,,,,,,,,,,,,,,,39.389381,-0.297717,32.7,4.5
38516.42132,4.715,52.1,6.89,94.6,5.44,133.3,,0.91,319.6,0.442,37.7,,,,15.7,2.7,,,,,,,,,,,,,,,,,,,,,39.389404,-0.297706,31.4,4.5
38516.42133,4.699,52.9,6.81,96.3,5.46,133.1,,0.75,319.6,0.442,36.9,,,,15.7,1.5,,,,,,,,,,,,,,,,,,,,,39.389423,-0.297694,31.2,4.5
38516.42134,4.718,52.4,7.09,94.6,5.65,129.9,,0.87,320.7,0.487,36.6,,,,15.54,0.3,,,,,,,,,,,,,,,,,,,,,39.389458,-0.297667,32.1,4.5
38516.42135,4.693,50.3,6.97,92.3,5.36,128.7,,1.27,319.8,0.467,36.8,,,,15.54,2.9,,,,,,,,,,,,,,,,,,,,,39.389477,-0.297658,32.1,4.5
38516.42136,4.661,50.7,6.69,95.9,5.07,131.6,,0.83,319.8,0.467,36.2,,,,15.67,4.1,,,,,,,,,,,,,,,,,,,,,39.3895,-0.297647,30.6,4.6
38516.42138,4.635,51.8,6.64,96.1,5.29,130.8,,0.39,317.4,0.513,35.3,,,,15.67,-0.2,,,,,,,,,,,,,,,,,,,,,39.389515,-0.297633,30.2,4.6
38516.42139,4.634,54.5,7.07,95.5,5.99,130.5,,0.77,317.4,0.513,35.3,,,,15.64,-0.4,,,,,,,,,,,,,,,,,,,,,39.389538,-0.297619,31.5,4.6
38516.4214,4.614,53.2,6.88,94.4,5.47,130.8,,1.25,316.6,0.506,35.3,,,,15.48,2.7,,,,,,,,,,,,,,,,,,,,,39.389553,-0.297608,31.1,4.6
38516.42141,4.614,54.9,6.31,100,5.25,135.1,,0.99,316.6,0.506,35,,,,15.48,2.7,,,,,,,,,,,,,,,,,,,,,39.389576,-0.297597,31.1,4.6
38516.42142,4.623,55.4,6.09,103.6,5.18,137.5,,0.37,314.6,0.51,34.2,,,,15.48,2.7,,,,,,,,,,,,,,,,,,,,,39.389595,-0.297586,29.6,4.6
