Utc,Bsp,Awa,Aws,Twa,Tws,Twd,Rudder2,Leeway,iSet,iDrift,Hdg,AirTmp,SeaTmp,Baro,Depth,Heel,Trim,Rudder,Tab,Forestay,Downhaul,MastAng,FrstyLen,MastButt,StbJmpr,PrtJmpr,Rake,Volts,ROT,GpsQual,PDOP,GpsNum,GpsAge,GpsGeoHt,GpsAntHt,GpsPosFx,Lat,Lon,Cog,Sog
38516.47495,11.44,79,8.34,140.5,12.76,116.9,,0.81,65,0.836,337.5,,,,20.76,8.1,,,,,,,,,,,,,,,,,,,,,39.38633,-0.291378,339.4,11.1
38516.47497,11.33,77.9,8.19,140.3,12.5,116.8,,0.66,65.7,0.857,337.7,,,,20.91,9.8,,,,,,,,,,,,,,,,,,,,,39.38633,-0.291378,339.4,11.2
38516.47498,11.291,78.6,8.25,140.1,12.59,116.9,,0.64,65.7,0.857,337.7,,,,21.12,7.9,,,,,,,,,,,,,,,,,,,,,39.386429,-0.291425,339.6,11.3
38516.47499,11.23,79.7,8.17,140.5,12.65,117.4,,0.65,65.1,0.886,337.7,,,,21.15,7.6,,,,,,,,,,,,,,,,,,,,,39.386429,-0.291425,340,11.2
38516.475,11.155,78.9,8.08,140.7,12.41,117.5,,0.65,65.1,0.886,337.6,,,,21.06,7.7,,,,,,,,,,,,,,,,,,,,,39.386528,-0.291467,340.4,11.1
38516.47501,11.024,79.7,8.01,140.5,12.45,117.4,,0.64,66.6,0.91,337.3,,,,21.06,6.2,,,,,,,,,,,,,,,,,,,,,39.386528,-0.291467,340.7,10.9
38516.47503,11.028,80.3,8.06,140.3,12.55,117,,0.61,66.6,0.91,337.3,,,,20.91,7.7,,,,,,,,,,,,,,,,,,,,,39.386623,-0.291511,340.7,10.9
38516.47504,10.675,81.4,8.05,140.2,12.39,116.7,,0.7,66.1,0.94,337.3,,,,20.91,7.8,,,,,,,,,,,,,,,,,,,,,39.386623,-0.291511,340.2,10.7
38516.47505,10.682,83.1,8.07,140.2,12.6,117,,0.77,66.1,0.94,337.2,,,,20.91,9.2,,,,,,,,,,,,,,,,,,,,,39.386715,-0.291556,339.9,10.6
38516.47506,10.636,82.6,7.79,141.9,12.24,118,,0.65,65.7,0.951,336.5,,,,20.91,8.4,,,,,,,,,,,,,,,,,,,,,39.386757,-0.291578,339.7,10.4
38516.47507,10.683,84.9,7.55,142.8,12.54,119.1,,0.59,65.7,0.951,336.3,,,,20.85,7.7,,,,,,,,,,,,,,,,,,,,,39.386757,-0.291578,339.7,10.4
38516.47509,10.66,85.5,7.47,143.7,12.44,119.3,,0.56,65.5,0.944,335.9,,,,20.85,6.6,,,,,,,,,,,,,,,,,,,,,39.386803,-0.291606,339.2,10.4
38516.4751,10.76,84.4,7.44,143.6,12.48,119.2,,0.47,65.5,0.944,336,,,,20.82,6,,,,,,,,,,,,,,,,,,,,,39.386894,-0.291653,338.4,10.5
38516.47511,10.834,84.8,7.57,143.2,12.6,119,,0.55,64.6,0.96,336.5,,,,20.79,6,,,,,,,,,,,,,,,,,,,,,39.38694,-0.291678,338.4,10.5
38516.47512,10.932,82.4,7.47,143.2,12.45,119.2,,0.53,64.6,0.96,337.1,,,,20.82,7.5,,,,,,,,,,,,,,,,,,,,,39.386986,-0.291706,337.9,10.6
38516.47513,10.981,82.8,7.94,142.2,12.7,118.7,,0.68,64.4,0.953,338.3,,,,20.88,9.7,,,,,,,,,,,,,,,,,,,,,39.386986,-0.291706,337.3,10.7
38516.47514,10.929,82.5,8.12,140,12.93,118.1,,0.88,64.4,0.953,339.6,,,,20.88,8.8,,,,,,,,,,,,,,,,,,,,,39.387077,-0.291742,337.3,10.7
38516.47516,10.847,82.3,8.56,139.2,12.91,117.8,,1,65.6,0.969,341.2,,,,20.94,12,,,,,,,,,,,,,,,,,,,,,39.387077,-0.291742,337.9,10.8
38516.47517,10.888,82,8.89,136.7,13.13,117.4,,1.07,65.6,0.969,343.3,,,,21,11.9,,,,,,,,,,,,,,,,,,,,,39.387123,-0.291761,338.8,10.8
38516.47518,11.018,79.1,9.88,133.7,13.37,117.1,,1.17,65.2,0.98,346.6,,,,21.21,14.5,,,,,,,,,,,,,,,,,,,,,39.387222,-0.291792,340.1,10.8
38516.47519,11.012,79.5,10.27,131.5,13.47,116.6,,1.4,67.1,1.025,347.7,,,,21.21,15.4,,,,,,,,,,,,,,,,,,,,,39.387276,-0.291797,344.4,10.8
38516.4752,11.081,78.3,10.48,130.9,13.64,116.2,,1.35,67.1,1.025,347,,,,21.18,15.9,,,,,,,,,,,,,,,,,,,,,39.387325,-0.291803,347.8,10.8
38516.47522,11.884,74.1,10.09,132.9,13.38,117.1,,0.95,67.6,1.072,344,,,,21.18,10.8,,,,,,,,,,,,,,,,,,,,,39.387379,-0.291808,351.4,10.9
38516.47523,12.025,75.7,9.95,134.4,13.6,117.4,,0.72,67.6,1.072,341.7,,,,21.12,8.6,,,,,,,,,,,,,,,,,,,,,39.387432,-0.291817,353.3,11.1
38516.47524,13.027,72.1,9.23,138.4,13.45,118.6,,0.36,68.7,1.121,338.4,,,,21,5.4,,,,,,,,,,,,,,,,,,,,,39.387482,-0.291831,352.7,11.1
38516.47525,12.382,74.7,8.92,141.8,13.26,118.4,,0.26,68.7,1.121,335.4,,,,20.91,2.5,,,,,,,,,,,,,,,,,,,,,39.387531,-0.29185,350.6,11.2
38516.47526,11.844,77.5,7.51,143.7,12.59,118.4,,0.11,69.9,1.128,332.2,,,,20.94,0.4,,,,,,,,,,,,,,,,,,,,,39.387581,-0.291878,347.1,11.1
38516.47528,11.477,78.1,6.92,147.8,11.82,118.2,,-0.13,69.9,1.128,328.6,,,,20.94,-0.5,,,,,,,,,,,,,,,,,,,,,39.387627,-0.291911,343.3,11.1
38516.47529,11.214,78,6.19,148.6,11.67,116.8,,-0.24,70.3,1.092,325.5,,,,21.37,-2.5,,,,,,,,,,,,,,,,,,,,,39.387665,-0.291956,338.6,10.9
38516.4753,10.875,82.4,5.4,151.8,11.49,116.9,,-0.26,70.3,1.092,322.8,,,,21.37,-1.6,,,,,,,,,,,,,,,,,,,,,39.387707,-0.292,334.2,10.7
38516.47531,10.206,85.6,5.14,154,11.25,116,,-0.33,71.1,1.045,320.1,,,,21.49,-2.9,,,,,,,,,,,,,,,,,,,,,39.387737,-0.292042,330.8,10.3
38516.47532,9.685,94.5,4.69,155,11.09,115.6,,-0.35,71.1,1.045,318.7,,,,21.33,-2.8,,,,,,,,,,,,,,,,,,,,,39.387772,-0.292083,330.8,10.3
38516.47533,9.329,116.6,6.27,157.4,13.78,116.7,,-0.09,71.3,1.028,317.6,,,,21.33,-1.3,,,,,,,,,,,,,,,,,,,,,39.387802,-0.292117,324.9,9.6
38516.47535,8.957,131.8,7.12,158.5,14.65,117,,-0.05,71.3,1.028,316.5,,,,21.3,0.4,,,,,,,,,,,,,,,,,,,,,39.387829,-0.292153,322.6,9.2
38516.47536,8.672,129.8,5.89,159.8,13.31,116.9,,-0.21,72.9,1.018,315.4,,,,21.3,-0.1,,,,,,,,,,,,,,,,,,,,,39.387852,-0.292189,320.7,8.8
38516.47537,8.786,129.7,5.67,160.6,13.03,116.7,,-0.13,72.9,1.018,314.9,,,,21.15,-1,,,,,,,,,,,,,,,,,,,,,39.387878,-0.292225,319.1,8.6
38516.47538,8.663,131.8,5.02,162,12.53,118.9,,0.02,76.4,0.975,315.5,,,,21.15,0.9,,,,,,,,,,,,,,,,,,,,,39.387905,-0.292261,317.9,8.4
38516.47539,8.539,129.9,4.64,162.6,11.79,119,,0.39,76.4,0.975,316.6,,,,21.09,2.4,,,,,,,,,,,,,,,,,,,,,39.387932,-0.292297,316.1,8.4
38516.4754,8.354,123.2,4.01,162.4,11.03,119.3,,0.44,81.6,0.956,317.5,,,,21.18,2.8,,,,,,,,,,,,,,,,,,,,,39.387955,-0.292325,316.1,8.3
38516.47542,8.308,121.2,3.86,161.5,10.53,118.6,,0.25,81.6,0.956,317.8,,,,21.18,2.8,,,,,,,,,,,,,,,,,,,,,39.387985,-0.292358,316.2,8.2
38516.47543,8.094,117.4,3.85,161.5,10.42,117.3,,-0.12,85,0.925,317,,,,21.21,0.4,,,,,,,,,,,,,,,,,,,,,39.388012,-0.292392,317.9,8.2
38516.47544,7.971,119.4,4.12,160.2,10.61,116.8,,-0.28,85,0.925,316.3,,,,21.21,-2.3,,,,,,,,,,,,,,,,,,,,,39.388039,-0.292422,319.5,8
38516.47545,7.792,119.3,4.3,159.6,10.66,116.1,,-0.12,86.8,0.907,316.2,,,,21.12,-2.4,,,,,,,,,,,,,,,,,,,,,39.388065,-0.29245,319.8,7.9
38516.47546,7.654,122.6,3.99,160.7,10.38,118,,0.02,86.8,0.907,316.7,,,,21.12,0.1,,,,,,,,,,,,,,,,,,,,,39.388092,-0.292481,319.8,7.9
38516.47547,7.515,126,3.98,162.2,10.28,120.6,,-0.01,89.2,0.851,319,,,,21.09,1.6,,,,,,,,,,,,,,,,,,,,,39.388115,-0.292511,317.1,7.5
38516.47549,7.316,124.7,4.19,161.5,10.32,122.4,,0.04,89.2,0.851,324.3,,,,21.12,1.7,,,,,,,,,,,,,,,,,,,,,39.388138,-0.292544,314.6,7.3
38516.4755,7.342,116.6,5.4,152.2,10.37,122.9,,0.46,90.5,0.773,334.6,,,,21.12,3,,,,,,,,,,,,,,,,,,,,,39.388168,-0.292572,312.1,7.3
38516.47551,7.242,100.6,6.05,146.4,10.16,123.6,,1.48,90.5,0.773,343.9,,,,21.12,6.4,,,,,,,,,,,,,,,,,,,,,39.388199,-0.292597,311.7,7.5
38516.47552,7.126,87.2,6.96,136,9.7,124.3,,1.78,92.1,0.657,353.2,,,,21.12,9.8,,,,,,,,,,,,,,,,,,,,,39.388229,-0.292614,314.4,7.7
38516.47553,7.018,81.5,7.45,125.4,9.4,124,,2.2,92.1,0.657,2.3,,,,21.27,12.6,,,,,,,,,,,,,,,,,,,,,39.388268,-0.292619,320.1,7.7
38516.47555,7.092,67.5,10.78,109.9,10.38,121.9,,2.21,91.2,0.611,18.1,,,,21.15,10.7,,,,,,,,,,,,,,,,,,,,,39.388302,-0.292614,328.2,7.6
38516.47556,7.107,61.1,11.54,101.2,10.18,120.7,,2.86,91.2,0.611,30.6,,,,21.15,13.7,,,,,,,,,,,,,,,,,,,,,39.388374,-0.292564,338.4,7.4
38516.47557,7.018,50,13.53,83.6,10.6,118.5,,3.07,89.4,0.634,43.2,,,,21.4,17.8,,,,,,,,,,,,,,,,,,,,,39.388401,-0.292522,348.7,7.5
38516.47558,7.108,47.4,14.31,74,10.98,119.4,,3.09,89.4,0.634,50.4,,,,21.4,16,,,,,,,,,,,,,,,,,,,,,39.388424,-0.292475,358.8,7.5
38516.47559,7.239,43.1,14.81,71.4,10.81,119.6,,3.08,90.4,0.719,54.3,,,,21.52,14.6,,,,,,,,,,,,,,,,,,,,,39.388432,-0.292422,11,7.2
38516.4756,7.509,42,15.24,68.3,10.76,121.9,,2.76,90.4,0.719,58.3,,,,21.43,14.6,,,,,,,,,,,,,,,,,,,,,39.388443,-0.292378,24.8,6.8
38516.47562,7.579,40.6,15.21,68,10.61,123.4,,2.93,97.8,0.786,60.6,,,,21.43,16.8,,,,,,,,,,,,,,,,,,,,,39.388454,-0.292333,36,6.8
38516.47563,7.681,36,15.81,61.9,10.64,118.9,,3.01,97.8,0.786,62.4,,,,21.4,17.6,,,,,,,,,,,,,,,,,,,,,39.388466,-0.292289,43.5,6.9
38516.47564,7.685,35.8,16.36,58.7,11.25,119.1,,2.41,102,0.802,64.8,,,,21.4,16.7,,,,,,,,,,,,,,,,,,,,,39.388466,-0.292289,48.7,7.1
38516.47565,7.91,33.2,17.1,56.4,11.36,119.2,,1.95,102,0.802,68.1,,,,21.4,12.8,,,,,,,,,,,,,,,,,,,,,39.3885,-0.292203,51.8,7.4
38516.47566,8.125,31,17.64,50.8,11.58,120.3,,1.65,104,0.769,73.6,,,,21.4,11.8,,,,,,,,,,,,,,,,,,,,,39.388515,-0.292158,53.6,7.7
38516.47568,8.132,27.4,17.91,48,11.29,120.8,,1.61,104,0.769,78.2,,,,21.4,12.8,,,,,,,,,,,,,,,,,,,,,39.388523,-0.292114,54,7.9
38516.47569,8.036,24.7,18.27,42.4,11.48,121.1,,2.29,106.1,0.743,83.1,,,,21.4,13.2,,,,,,,,,,,,,,,,,,,,,39.388523,-0.292114,55.7,8
38516.4757,7.903,24.1,18.37,40.8,11.6,121.5,,2.82,106.1,0.743,85.5,,,,21.4,13.7,,,,,,,,,,,,,,,,,,,,,39.388535,-0.292022,59.9,8
38516.47571,7.616,23.7,18.58,38.7,12.04,121,,3.21,109.4,0.707,86.7,,,,21.33,13.1,,,,,,,,,,,,,,,,,,,,,39.388535,-0.291972,66,7.7
38516.47572,7.593,23.4,18.81,37.2,12.3,121,,2.97,109.4,0.707,88,,,,21.76,15.9,,,,,,,,,,,,,,,,,,,,,39.388535,-0.291931,72,7.6
38516.47574,7.516,23,19.16,36.7,12.6,121.3,,3.31,113.1,0.699,89,,,,21.82,17.8,,,,,,,,,,,,,,,,,,,,,39.388535,-0.291931,75.3,7.5
38516.47575,7.459,23,19.11,36.2,12.48,121.2,,3.64,113.1,0.699,88.9,,,,21.91,16.3,,,,,,,,,,,,,,,,,,,,,39.388535,-0.291844,78.2,7.4
38516.47576,7.473,23.3,19.24,36.4,12.64,122.4,,3.17,115.6,0.679,90.1,,,,21.98,22.1,,,,,,,,,,,,,,,,,,,,,39.388538,-0.2918,81.5,7.3
38516.47577,7.57,22.3,18.8,35.6,12.17,121.9,,2.86,116.4,0.658,90.2,,,,22.37,17.9,,,,,,,,,,,,,,,,,,,,,39.388546,-0.291758,82.9,7.3
38516.47578,7.563,22.6,18.82,36.1,12.17,123.5,,3.38,116.4,0.658,90.4,,,,22.4,19.3,,,,,,,,,,,,,,,,,,,,,39.388546,-0.291714,83.3,7.2
38516.47579,7.42,23.6,18.78,37.3,12.33,123.4,,4.07,119.3,0.639,89.4,,,,22.4,18.6,,,,,,,,,,,,,,,,,,,,,39.388546,-0.291672,85.7,7.2
38516.47581,7.374,24.2,18.64,39.2,12.16,124,,4.51,119.3,0.639,87.9,,,,22.4,19.9,,,,,,,,,,,,,,,,,,,,,39.38855,-0.291631,86.5,7.2
38516.47582,7.21,25.2,18.6,39.4,12.47,123.7,,4.43,119.1,0.621,87.6,,,,22.68,23.1,,,,,,,,,,,,,,,,,,,,,39.388557,-0.291586,85.9,7.2
38516.47583,7.215,25.1,18.5,39.3,12.39,123.4,,4.64,119.1,0.621,87.9,,,,23.74,22.2,,,,,,,,,,,,,,,,,,,,,39.388561,-0.291544,83.4,7.2
38516.47584,7.211,24.9,18.64,39,12.4,123.2,,4.4,119.5,0.57,88.6,,,,23.41,24.2,,,,,,,,,,,,,,,,,,,,,39.388569,-0.291503,82.3,7.2
38516.47585,7.178,24.3,18.69,38.3,12.52,122.2,,4.39,119.5,0.57,88.6,,,,23.41,21.5,,,,,,,,,,,,,,,,,,,,,39.388573,-0.291461,82.3,7.2
38516.47587,7.321,24,18.58,38.2,12.23,121.8,,3.92,120.7,0.55,88.5,,,,23.13,22.9,,,,,,,,,,,,,,,,,,,,,39.38858,-0.291417,82.4,7.3
38516.47588,7.29,23.1,18.68,36.6,12.3,120.6,,4.33,120.7,0.55,88.5,,,,22.98,19.9,,,,,,,,,,,,,,,,,,,,,39.388584,-0.291372,83.7,7.3
38516.47589,7.148,22.2,18.43,33.9,12.04,119,,4.28,125.1,0.503,90.5,,,,22.98,21.4,,,,,,,,,,,,,,,,,,,,,39.388588,-0.291331,83.4,7.3
38516.4759,7.379,17.7,19.05,29.8,12.32,119,,2.43,125.1,0.503,98.3,,,,23.29,20.6,,,,,,,,,,,,,,,,,,,,,39.388596,-0.291286,80.6,7.5
38516.47591,7.36,9,19.76,16.7,12.55,120.2,,2.45,127.4,0.44,109.7,,,,23.29,14.5,,,,,,,,,,,,,,,,,,,,,39.388596,-0.291239,78.8,7.7
38516.47593,7.327,3.7,19.7,0.8,12.16,121.2,,0.95,127.4,0.44,122.9,,,,22.25,8.5,,,,,,,,,,,,,,,,,,,,,39.388584,-0.291197,80.5,7.8
38516.47594,7.089,-6,19.29,-7.2,12.25,122.4,,0.48,132.8,0.392,135,,,,22.13,1.1,,,,,,,,,,,,,,,,,,,,,39.388565,-0.291158,85,7.7
38516.47595,6.629,-10.6,19,-20.4,12.06,123.2,,-1.34,132.8,0.392,144.8,,,,21.73,-0.9,,,,,,,,,,,,,,,,,,,,,39.388538,-0.291133,92.1,7.3
38516.47596,6.304,-19.7,17.35,-28.1,11.58,124.2,,-2.47,141.6,0.364,153.8,,,,21.76,-5,,,,,,,,,,,,,,,,,,,,,39.388504,-0.291117,100.7,6.8
38516.47597,6.075,-22.8,17.14,-35.4,11.57,124.5,,-3.63,141.6,0.364,158.4,,,,21.76,-15,,,,,,,,,,,,,,,,,,,,,39.388474,-0.291111,111.2,6.2
38516.47599,5.937,-24.9,16.79,-36.7,11.76,124.3,,-4.63,145.5,0.357,159.7,,,,21.82,-17.1,,,,,,,,,,,,,,,,,,,,,39.388443,-0.291106,125.8,5.6
38516.476,5.928,-27.4,16.3,-40.5,11.34,123.8,,-4.15,145.5,0.357,163,,,,21.82,-14.2,,,,,,,,,,,,,,,,,,,,,39.388412,-0.291103,138.6,5.4
38516.47601,6.007,-29,16.24,-44.5,11.53,123.5,,-3.96,151.7,0.345,165.3,,,,21.79,-16.4,,,,,,,,,,,,,,,,,,,,,39.388382,-0.291108,146.2,5.5
38516.47602,6.093,-30.2,16.34,-45.6,11.49,122.8,,-4.3,151.7,0.345,165,,,,21.61,-19.6,,,,,,,,,,,,,,,,,,,,,39.388355,-0.291111,155.7,5.5
38516.47603,6.218,-30.5,16.4,-46.4,11.59,121.9,,-4.28,158.2,0.315,164.2,,,,21.61,-20,,,,,,,,,,,,,,,,,,,,,39.388329,-0.291108,162.3,5.7
38516.47604,6.362,-29.8,16.28,-46.5,11.24,122.9,,-4.42,158.2,0.315,165,,,,21.73,-17.2,,,,,,,,,,,,,,,,,,,,,39.388298,-0.291106,165.4,5.9
38516.47605,6.688,-29.2,16.6,-46.1,11.26,122.4,,-3.98,161.6,0.276,164.4,,,,21.73,-23.2,,,,,,,,,,,,,,,,,,,,,39.388268,-0.291103,166.5,6.1
38516.47607,6.871,-29,16.43,-46.6,10.82,122,,-3.96,161.6,0.276,164.8,,,,21.73,-19.9,,,,,,,,,,,,,,,,,,,,,39.388237,-0.291094,168,6.3
38516.47608,6.972,-29.6,16.59,-47.3,11.1,121.8,,-3.88,164.1,0.262,166.1,,,,21.73,-21.6,,,,,,,,,,,,,,,,,,,,,39.388203,-0.291089,166.6,6.5
38516.47609,7.049,-29.8,16.66,-48.1,11.2,121.9,,-4.46,164.1,0.262,166.4,,,,21.64,-23.6,,,,,,,,,,,,,,,,,,,,,39.388172,-0.291089,167.8,6.7
38516.4761,7.171,-30.4,17.12,-48.3,11.56,121.3,,-4.15,173.3,0.222,166,,,,21.61,-25.2,,,,,,,,,,,,,,,,,,,,,39.388142,-0.291081,168.9,6.9
38516.47611,7.298,-30.4,17.14,-49,11.53,121,,-4.66,173.3,0.222,165.7,,,,22.37,-26.2,,,,,,,,,,,,,,,,,,,,,39.388103,-0.291078,170.4,7.1
38516.47613,7.415,-30.7,17.65,-48.9,11.97,120.3,,-4.49,181.3,0.26,164.7,,,,22.31,-29.6,,,,,,,,,,,,,,,,,,,,,39.388065,-0.291072,171.1,7.3
38516.47614,7.529,-30.5,17.79,-49.3,11.91,119.6,,-4.89,181.3,0.26,163.5,,,,22.31,-30,,,,,,,,,,,,,,,,,,,,,39.388031,-0.291069,172.3,7.5
38516.47615,7.579,-30.3,17.96,-48.3,12.09,118.6,,-5.42,190.7,0.284,160.9,,,,22.68,-32.1,,,,,,,,,,,,,,,,,,,,,39.387993,-0.291061,172.5,7.6
38516.47616,7.666,-29.5,18.27,-47.6,12.21,117.3,,-4.88,190.7,0.284,158.4,,,,22.52,-32.5,,,,,,,,,,,,,,,,,,,,,39.387962,-0.29105,172.5,7.7
38516.47617,7.702,-29.3,18.36,-47,12.3,115.4,,-4.84,191.5,0.305,156.2,,,,22.68,-27.8,,,,,,,,,,,,,,,,,,,,,39.38789,-0.291017,167.6,7.9
38516.47619,7.806,-28.5,18.67,-46.2,12.37,115.2,,-4.16,185.7,0.301,155.2,,,,22.65,-27.4,,,,,,,,,,,,,,,,,,,,,39.387852,-0.291003,167.6,7.9
38516.4762,8.009,-27.6,18.78,-44.4,12.47,115.9,,-3.82,185.7,0.301,155.2,,,,22.1,-25.3,,,,,,,,,,,,,,,,,,,,,39.387817,-0.290983,165.5,7.9
38516.47621,8.138,-26.6,19.05,-43.9,12.35,116.6,,-3.69,178.5,0.32,155.9,,,,22.07,-24,,,,,,,,,,,,,,,,,,,,,39.387779,-0.290967,160.9,8.2
38516.47622,8.321,-26.3,19.37,-42.8,12.74,117.2,,-3.57,178.5,0.32,155.8,,,,22.25,-26.9,,,,,,,,,,,,,,,,,,,,,39.387741,-0.29095,160.9,8.2
38516.47623,8.512,-25.6,19.82,-42.5,12.64,117.4,,-3.7,183.7,0.36,155.4,,,,22.07,-26.4,,,,,,,,,,,,,,,,,,,,,39.387703,-0.290936,160.9,8.4
38516.47625,8.43,-24.8,19.94,-41.1,12.79,118.3,,-3.92,183.7,0.36,154.7,,,,22.04,-27.9,,,,,,,,,,,,,,,,,,,,,39.387665,-0.290917,160.9,8.4
38516.47626,8.406,-24.6,20.13,-40.1,13,118.1,,-3.79,193.3,0.409,153.5,,,,22.22,-28.2,,,,,,,,,,,,,,,,,,,,,39.38763,-0.290897,160.8,8.5
38516.47627,8.341,-24.3,19.9,-39.9,12.77,118.3,,-3.99,193.3,0.409,153.9,,,,21.88,-25.7,,,,,,,,,,,,,,,,,,,,,39.387596,-0.290878,160.8,8.4
38516.47628,8.417,-24.6,20.07,-40.5,12.94,117.6,,-3.51,205.8,0.429,154.1,,,,21.79,-25.8,,,,,,,,,,,,,,,,,,,,,39.387558,-0.290856,159,8.4
38516.47629,8.421,-24.9,19.91,-40.8,12.81,117.2,,-3.65,205.8,0.429,154.9,,,,21.85,-23.8,,,,,,,,,,,,,,,,,,,,,39.387524,-0.290833,157.1,8.4
38516.4763,8.435,-24.7,19.99,-40.8,12.83,117.8,,-3.36,222.5,0.399,155.1,,,,22.01,-26.6,,,,,,,,,,,,,,,,,,,,,39.387486,-0.290819,157.1,8.4
38516.47632,8.465,-24.6,19.87,-41.1,12.64,117.9,,-3.46,222.5,0.399,155.9,,,,22.01,-24.1,,,,,,,,,,,,,,,,,,,,,39.387451,-0.290797,157.9,8.4
38516.47633,8.523,-25.6,19.89,-41.9,12.73,117.3,,-2.92,231.6,0.392,157.5,,,,21.79,-21.1,,,,,,,,,,,,,,,,,,,,,39.387413,-0.290781,157.3,8.4
38516.47634,8.458,-25.9,19.73,-43.1,12.72,117.9,,-3.31,231.6,0.392,158.5,,,,21.64,-21.9,,,,,,,,,,,,,,,,,,,,,39.387379,-0.290767,157.3,8.4
38516.47635,8.414,-26.3,19.82,-43.1,12.86,117.4,,-3.74,234.3,0.416,157.1,,,,21.49,-26.2,,,,,,,,,,,,,,,,,,,,,39.387341,-0.290753,160.4,8.2
38516.47636,8.339,-25.6,19.86,-42.4,12.85,118,,-3.82,234.3,0.416,156.1,,,,21.58,-26.1,,,,,,,,,,,,,,,,,,,,,39.387299,-0.290736,160.4,8.2
38516.47638,8.306,-25.3,20.14,-40.6,13.15,118.5,,-3.67,233.6,0.41,154.7,,,,21.49,-27.3,,,,,,,,,,,,,,,,,,,,,39.387268,-0.290717,161.1,8.3
38516.47639,8.317,-24.6,20.19,-40.1,13.14,119.2,,-3.82,233.6,0.41,155.1,,,,23.22,-25.8,,,,,,,,,,,,,,,,,,,,,39.38723,-0.2907,161.1,8.3
38516.4764,8.505,-24.6,20.3,-40.2,12.97,119.2,,-3.44,235.9,0.398,155.8,,,,23.71,-25.2,,,,,,,,,,,,,,,,,,,,,39.387196,-0.290681,159,8.3
38516.47641,8.517,-24.5,20.24,-40.2,12.98,119.2,,-3.41,235.9,0.398,156.1,,,,23.71,-28.4,,,,,,,,,,,,,,,,,,,,,39.387157,-0.290667,159.3,8.4
38516.47642,8.446,-24.8,20.12,-40.8,13.12,119.3,,-4.02,240.8,0.395,156.6,,,,23.83,-25.7,,,,,,,,,,,,,,,,,,,,,39.387119,-0.290647,159.3,8.4
38516.47643,8.562,-24.5,20.18,-40.9,12.75,120,,-4.02,240.8,0.395,157.1,,,,23.59,-26.1,,,,,,,,,,,,,,,,,,,,,39.387085,-0.290628,159.7,8.4
38516.47645,8.491,-24,20.43,-39.5,13.16,121,,-4.07,241.9,0.408,156.5,,,,23.65,-31.8,,,,,,,,,,,,,,,,,,,,,39.387043,-0.290619,159.7,8.4
38516.47646,8.379,-23.4,20.12,-38.8,13,121.4,,-3.91,241.9,0.408,155.6,,,,23.44,-26.2,,,,,,,,,,,,,,,,,,,,,39.387012,-0.290597,161.4,8.3
38516.47647,8.51,-23.2,20.04,-38.6,12.72,120.3,,-3.35,243.1,0.403,154.5,,,,23.07,-26.4,,,,,,,,,,,,,,,,,,,,,39.386971,-0.290583,161.5,8.4
38516.47648,8.55,-23.4,19.81,-38.9,12.24,119.9,,-3.27,243.1,0.403,154.7,,,,23.04,-26.8,,,,,,,,,,,,,,,,,,,,,39.386902,-0.290542,160.7,8.3
38516.47649,8.479,-22.1,19.36,-38,11.94,121.2,,-3.79,244.2,0.373,154.8,,,,22.95,-27.1,,,,,,,,,,,,,,,,,,,,,39.386902,-0.290542,159.7,8.3
38516.47651,8.512,-21.9,19.25,-37,11.31,122,,-3.4,244.2,0.373,155.5,,,,23.19,-25.7,,,,,,,,,,,,,,,,,,,,,39.386868,-0.290525,159.5,8.3
38516.47652,8.495,-20.4,18.73,-36,11.23,124,,-3.35,245.5,0.369,156.6,,,,22.98,-23.5,,,,,,,,,,,,,,,,,,,,,39.386833,-0.290503,158.1,8.2
38516.47653,8.453,-19.1,18.68,-34.2,11.06,125.8,,-3.45,245.5,0.369,156.3,,,,22.28,-23.8,,,,,,,,,,,,,,,,,,,,,39.386795,-0.290489,159.2,8.2
38516.47654,8.379,-18.2,18.55,-32.6,11.01,127.4,,-3.44,243.4,0.385,156.2,,,,22.31,-23,,,,,,,,,,,,,,,,,,,,,39.386761,-0.290472,160,8.1
38516.47655,8.418,-18.1,18.78,-32,11.04,127.2,,-2.96,243.4,0.385,155.6,,,,22.31,-21,,,,,,,,,,,,,,,,,,,,,39.386726,-0.29045,159.8,8.1
38516.47657,8.335,-17.5,18.47,-30.6,10.84,128.5,,-3.15,244.7,0.38,156,,,,20.82,-18.8,,,,,,,,,,,,,,,,,,,,,39.386696,-0.290433,159.6,8.1
38516.47658,8.392,-17.7,18.59,-31,10.88,128.1,,-2.5,244.7,0.38,156.7,,,,20.85,-18.5,,,,,,,,,,,,,,,,,,,,,39.386623,-0.290394,158.2,8.1
38516.47659,8.416,-17.8,18.36,-32.3,10.73,127.9,,-2.41,245.5,0.369,159.2,,,,20.91,-16,,,,,,,,,,,,,,,,,,,,,39.386623,-0.290394,157.7,8.1
38516.4766,8.398,-19.3,18.35,-33.8,10.94,128.2,,-2.36,245.5,0.369,161.8,,,,20.88,-15.5,,,,,,,,,,,,,,,,,,,,,39.386589,-0.290381,156.6,8.1
38516.47661,8.324,-21.4,18.56,-36.6,11.11,127,,-2.74,243.6,0.41,162.9,,,,20.88,-16.3,,,,,,,,,,,,,,,,,,,,,39.386551,-0.290367,157.8,8.1
