Utc,Bsp,Awa,Aws,Twa,Tws,Twd,Rudder2,Leeway,Set,Drift,Hdg,AirTmp,SeaTmp,Baro,Depth,Heel,Trim,Rudder,Tab,Forestay,Downhaul,MastAng,FrstyLen,MastButt,StbJmpr,PrtJmpr,Rake,Volts,ROT,GpsQual,PDOP,GpsNum,GpsAge,GpsGeoHt,GpsAntHt,GpsPosFx,Lat,Lon,Cog,Sog
38249.8469,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.816417,-122.448667,,
38249.84691,8.63,-151,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,37.81645,-122.4486,45.8,
38249.84692,8.56,-152,10.7,-162.3,16,235,,0.3,90,1.3,38,,16,,21.55,-3.1,,-2,,,,,,,,,,12.03,,,,,,,,,,,,9.7
38249.84694,8.49,-150,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,37.8165,-122.448483,,
38249.84695,8.48,-148,12.2,-159.3,16.5,236,,0.3,90,1.32,37,,,,21.46,-3,,,,,,,,,,,,12.03,,,,,,,,,37.816517,-122.448467,45.8,9.6
38249.84696,8.57,-146,,,,,,,,,36,,16,967,,,,-2,,,,,,,,,,,,,,,,,,,37.81655,-122.4484,,
38249.84697,8.65,-146,11.1,,16.7,,,,91,1.35,35,,,,21.24,-3.3,,,,,,,,,,,,12.04,,,,,,,,,37.81655,-122.448367,45.8,9.6
38249.84698,8.69,,,-159.3,,236,,0.3,,,,,16,906,,,,-3,,,,,,,,,,,,,,,,,,,,,,
38249.84699,8.73,-144,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,37.8166,-122.448267,,
38249.84701,8.74,-144,11.2,-159.3,16.7,236,,0.3,92,1.36,36,,,,21.09,-3.2,,,,,,,,,,,,12.04,,,,,,,,,,,44.8,10.3
38249.84702,8.88,,,,,,,,,,37,,16,1014,,,,-2,,,,,,,,,,,,,,,,,,,37.81665,-122.448167,,
38249.84703,8.87,-143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.816683,-122.448083,,
38249.84704,8.87,-142,12.4,-157.3,17.1,238,,0.3,90,1.37,38,,16,,21.09,-3.3,,,,,,,,,,,,12.04,,,,,,,,,,,45.8,10.4
38249.84705,8.91,-144,,,,,,,,,39,,,,,,,-1,,,,,,,,,,,,,,,,,,,37.8167,-122.44805,,
38249.84706,8.9,,11.3,,,,,,90,1.38,39,,,,21.15,-4.1,,,,,,,,,,,,12.04,,,,,,,,,37.81675,-122.44795,45.8,10.2
38249.84708,,-147,,-157.3,17.6,239,,0.4,,,,,16,,,,,-2,,,,,,,,,,,,,,,,,,,,,,
38249.84709,9,-147,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,37.816783,-122.447833,46.8,
38249.8471,9.06,-150,11.5,-162.4,17.9,238,,0.4,90,1.38,41,,16,,21.27,-4.4,,-1,,,,,,,,,,12.05,,,,,,,,,,,,
38249.84711,9.06,-152,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,37.816833,-122.447733,,
38249.84712,9.08,-158,9.9,-165.4,17.9,,,,90,1.38,43,,,,21.4,-4.9,,,,,,,,,,,,12.04,,,,,,,,,37.816833,-122.447733,48.8,10.4
38249.84713,9.11,,,,,237,,0.5,,,,41.78,16,1088,,,,-1,,,,,,,,,,,,,,,,,,,37.816867,-122.447617,,
38249.84714,9.12,-161,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,37.8169,-122.447533,,
38249.84716,9.08,,,,,,,,88,1.4,45,,,,21.49,-5.4,,,,,,,,,,,,12.04,,,,,,,,,37.8169,-122.4475,50.8,10.6
38249.84717,9.11,-162,9.7,-169.5,17.4,236,,0.5,,,,,16,,,,,-3,,,,,,,,,,,,,,,,,,,,,,
38249.84718,9.16,-161,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,37.81695,-122.447383,,
38249.84719,9.25,-161,9.9,,17.4,,,,88,1.41,45,,,,21.61,-5.8,,,,,,,,,,,,12.04,,,,,,,,,37.81695,-122.447383,50.8,10.7
38249.8472,9.26,,,,,237,,0.5,,,,,16,,,,,-1,,,,,,,,,,,,,,,,,,,37.816983,-122.447267,,
38249.84721,9.28,-162,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,37.817017,-122.447183,,
38249.84723,9.32,-163,9.2,,17.1,,,,87,1.43,45,,,,21.76,-6.4,,,,,,,,,,,,12.04,,,,,,,,,37.817017,-122.44715,51.8,11
38249.84724,9.33,,,-170.5,,235,,0.6,,,,26.61,16,1063,,,,-1,,,,,,,,,,,,,,,,,,,37.81705,-122.44705,,
38249.84725,9.35,-161,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,37.817067,-122.447033,,
38249.84726,9.41,-160,9.5,-168.6,17,237,,0.6,87,1.45,45,,16,1015,21.85,-6.1,,-2,,,,,,,,,,12.04,,,,,,,,,,,52.8,11
38249.84727,9.44,-157,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,37.8171,-122.446917,,
38249.84728,9.47,-152,9.3,-165.6,16.9,,,,88,1.45,45,,,,21.85,-6,,,,,,,,,,,,12.04,,,,,,,,,,,50.8,10.9
38249.8473,9.47,-151,,,,239,,0.5,,,45,,16,1093,,,,-1,,,,,,,,,,,,,,,,,,,37.817133,-122.4468,,
38249.84731,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.817167,-122.4467,,
38249.84732,9.56,-149,9.1,-163.5,16.8,240,,0.5,87,1.46,45,,16,,21.61,-6.1,,,,,,,,,,,,12.04,,,,,,,,,,,51.8,11.2
38249.84733,9.58,-150,,,,,,,,,46,,,,,,,0,,,,,,,,,,,,,,,,,,,37.817217,-122.446583,,
38249.84734,9.68,-150,9.3,,16.9,,,,87,1.47,46,,,,21.61,-6.3,,,,,,,,,,,,12.03,,,,,,,,,37.817217,-122.44655,51.8,11.2
38249.84735,,,,-166.5,,240,,0.5,,,,,16,,,,,-2,,,,,,,,,,,,,,,,,,,,,,
38249.84737,9.64,-154,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,37.81725,-122.446433,,
38249.84738,9.61,-157,7.9,-168.5,16.5,,,,86,1.48,47,,,,21.82,-6,,,,,,,,,,,,12.05,,,,,,,,,,,53.8,11.1
38249.84739,9.61,,,,,240,,0.5,,,,,16,,,,,-3,,,,,,,,,,,,,,,,,,,37.817283,-122.446317,,
38249.8474,9.61,-155,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,37.817317,-122.446217,,
38249.84741,9.54,-153,9.5,-167.5,16.4,241,,0.5,86,1.49,49,,,,21.91,-5.9,,,,,,,,,,,,12.05,,,,,,,,,,,53.8,11.2
38249.84742,9.42,,,,,,,,,,,,16,,,,,-1,,,,,,,,,,,,,,,,,,,37.81735,-122.446067,,
38249.84744,9.26,-156,,,,,,,85,1.52,49,,,,,-6.2,,,,,,,,,,,,,,,,,,,,,37.81735,-122.446067,54.8,10.9
38249.84745,9.18,-160,8.3,-169.5,16,240,,0.6,,,,37.28,16,,21.85,,,-1,,,,,,,,,,12.02,,,,,,,,,,,,
38249.84746,9.1,-162,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,37.817383,-122.44595,,
38249.84747,9.07,-163,8.9,-170.6,16,240,,0.6,84,1.54,50,,16,,21.64,-6.3,,-1,,,,,,,,,,12.03,,,,,,,,,,,55.8,10.5
38249.84748,8.96,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,37.817417,-122.445833,,
38249.84749,8.83,-163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.81745,-122.44575,,
38249.8475,8.83,-166,10.2,-170.6,16,240,,0.7,84,1.57,49,33.67,16,1093,20.66,-6.6,,-1,,,,,,,,,,12.03,,,,,,,,,,,56.8,10.4
38249.84752,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.817467,-122.44565,,
38249.84753,8.63,-166,,,,,,,84,1.61,49,,,,,-6.5,,,,,,,,,,,,,,,,,,,,,37.817483,-122.4456,56.8,10.4
38249.84754,,-163,9.2,-169.7,16,239,,0.7,,,,,16,,20.15,,,2,,,,,,,,,,12.03,,,,,,,,,,,,
38249.84755,8.6,-159,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,37.817517,-122.4455,,
38249.84756,8.63,-158,10.3,-167.7,16.2,240,,0.7,84,1.64,45,,16,,19.66,-6.8,,,,,,,,,,,,12.03,,,,,,,,,,,54.8,10.2
38249.84757,8.74,-159,,,,,,,,,43,,,,,,,0,,,,,,,,,,,,,,,,,,,37.81755,-122.445383,,
38249.84759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.817567,-122.4453,,
38249.8476,8.88,-154,10.3,-164.7,16.6,240,,0.7,85,1.67,44,,16,,20.05,-6.9,,-2,,,,,,,,,,12.03,,,,,,,,,,,51.8,10.9
38249.84761,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.817617,-122.445167,,
38249.84762,9.14,-150,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,37.817633,-122.44515,,
38249.84763,9.18,-152,9.8,-164.7,16.9,240,,0.6,85,1.68,45,,16,1016,20.45,-6.6,,-3,,,,,,,,,,12.03,,,,,,,,,,,51.8,11.1
38249.84764,9.36,-153,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,37.817667,-122.445017,,
38249.84766,9.37,,,,,,,,85,1.68,47,,,,20.57,-5.7,,,,,,,,,,,,12.04,,,,,,,,,37.817667,-122.445017,52.8,11.1
38249.84767,9.4,-150,,-163.6,17.2,242,,0.6,,,47,,16,,,,,-2,,,,,,,,,,,,,,,,,,,37.8177,-122.4449,,
38249.84768,9.44,-151,11.1,,17.4,,,,85,1.68,47,,,,20.42,-5.8,,,,,,,,,,,,12.01,,,,,,,,,37.817733,-122.444817,51.8,11.1
38249.84769,9.49,,,-165.6,,242,,0.5,,,,,16,,,,,-1,,,,,,,,,,,,,,,,,,,37.817733,-122.444783,,
38249.8477,9.5,-157,,,,,,,84,1.68,50,,,,20.36,-6.3,,,,,,,,,,,,12.02,,,,,,,,,37.817767,-122.444683,55.8,11.3
38249.84771,,-162,9.7,-169.5,17.4,241,,0.5,,,,,16,,,,,-2,,,,,,,,,,,,,,,,,,,,,,
38249.84772,9.51,-163,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,37.8178,-122.444533,,
38249.84774,9.5,,10.9,,17.6,,,,84,1.69,51,,,,19.41,-6.4,,,,,,,,,,,,12.03,,,,,,,,,37.8178,-122.444533,54.8,11
38249.84775,,-162,,-169.5,,241,,0.6,,,,,16,,,,,-2,,,,,,,,,,,,,,,,,,,,,,
38249.84776,9.48,-164,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,37.817833,-122.444417,,
38249.84777,9.48,-164,10.6,-170.6,17.6,,,,83,1.71,51,,,,19.6,-6.9,,,,,,,,,,,,12.03,,,,,,,,,37.817833,-122.444417,56.8,11.2
38249.84778,,,,,,241,,0.6,,,,,16,1044,,,,-2,,,,,,,,,,,,,,,,,,,,,,
38249.8478,9.43,-162,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,37.8179,-122.444167,56.8,
38249.84781,9.35,-162,11.3,-168.6,17.8,242,,0.6,83,1.72,52,29.83,16,958,20.21,-6.7,,0,,,,,,,,,,12.04,,,,,,,,,,,,
38249.84782,9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.817917,-122.444067,,
38249.84783,9.23,-163,,,,,,,83,1.75,51,,,,,-6.4,,,,,,,,,,,,,,,,,,,,,37.817933,-122.444033,58.8,11.4
38249.84784,9.23,-156,11.7,-170.6,17.8,242,,0.6,,,51,,16,,20.54,,,-1,,,,,,,,,,12.04,,,,,,,,,,,,
38249.84785,9.13,,,,,,,,,,,4.22,,911,,,,,,,,,,,,,,,,,,,,,,,37.817967,-122.443917,,
38249.84787,9.02,-157,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,37.818,-122.443783,,
38249.84788,8.94,-165,11.7,-166.6,18.1,,,,81,1.78,52,,,,21,-7.7,,,,,,,,,,,,12.03,,,,,,,,,,,56.8,11.2
38249.84789,,,,,,242,,0.7,,,,,16,983,,,,-1,,,,,,,,,,,,,,,,,,,,,,
38249.8479,8.88,-168,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,37.818017,-122.443667,,
38249.84791,8.89,-154,11.5,-171.7,18,242,,0.8,81,1.83,51,,16,,20.97,-7.6,,,,,,,,,,,,12.03,,,,,,,,,,,58.8,10.8
38249.84792,8.96,,,,,,,,,,,29.89,,946,,,,0,,,,,,,,,,,,,,,,,,,37.81805,-122.44355,,
38249.84794,9.04,-148,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,37.818083,-122.443417,,
38249.84795,9.08,-149,10.4,-162.8,17.6,247,,0.9,82,1.83,51,,16,,20.76,-8.7,,3,,,,,,,,,,12.03,,,,,,,,,,,53.8,10.9
38249.84796,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8181,-122.443317,,
38249.84797,9.15,-162,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,37.818117,-122.443283,58.8,11.4
38249.84798,9.15,-164,10.2,-165.9,17.6,246,,0.9,81,1.88,52,,16,1096,20.21,-9.3,,0,,,,,,,,,,12.03,,,,,,,,,,,,
38249.84799,9.12,-162,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,37.818133,-122.443167,,
38249.848,9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.818167,-122.443067,58.8,
38249.84802,9.04,-158,10.3,-168.9,17.3,244,,0.7,81,1.92,52,,16,1013,19.08,-7.9,,-1,,,,,,,,,,12.04,,,,,,,,,,,,11.1
38249.84803,8.94,-156,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,37.818183,-122.44295,,
38249.84804,8.83,,10,,,,,,81,1.94,50,,,,19.17,-7.5,,,,,,,,,,,,12.04,,,,,,,,,37.8182,-122.442933,55.8,10.6
38249.84805,8.75,-159,,-168.7,16.9,244,,0.8,,,,,16,,,,,-2,,,,,,,,,,,,,,,,,,,37.818217,-122.442833,,
38249.84806,8.7,-160,,,,,,,81,1.95,51,,,,,,,,,,,,,,,,,,,,,,,,,,37.818233,-122.442817,56.8,10.4
38249.84807,8.64,-163,9.5,-168.8,16.9,244,,0.8,,,51,,16,,19.41,-7.5,,0,,,,,,,,,,12.03,,,,,,,,,,,,
38249.84809,8.64,-164,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,37.81825,-122.442683,,
38249.8481,8.66,,,,,,,,81,1.97,49,,,,,-7.1,,,,,,,,,,,,,,,,,,,,,37.818283,-122.442617,55.8,10.8
38249.84811,,-160,10,-169.8,16.7,242,,0.8,,,,,16,965,19.84,,,0,,,,,,,,,,12.03,,,,,,,,,,,,
38249.84812,8.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.818317,-122.442483,,
38249.84813,8.79,-160,,,,,,,81,1.97,50,,,,19.51,-7.1,,,,,,,,,,,,12.03,,,,,,,,,37.818317,-122.44245,54.8,10.9
38249.84814,,-161,9.4,-168.8,16.8,242,,0.7,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
38249.84816,8.61,,,,,,,,,,,,,998,,,,-1,,,,,,,,,,,,,,,,,,,37.81835,-122.442333,,
38249.84817,8.6,-165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.818383,-122.442217,,
38249.84818,8.58,-161,11.2,-170.7,16.7,239,,0.7,82,2.03,46,,16,,18.38,-5.9,,,,,,,,,,,,12.04,,,,,,,,,,,55.8,10.5
38249.84819,8.58,,,,,,,,,,,41.22,,959,,,,-3,,,,,,,,,,,,,,,,,,,,,,
38249.8482,8.63,-153,,,,,,,81,2.04,46,,,,,-6.5,,,,,,,,,,,,12.03,,,,,,,,,37.818433,-122.4421,51.8,10.5
38249.84821,,-152,11.2,-163.7,17.2,242,,0.7,,,,,16,914,17.89,,,-1,,,,,,,,,,,,,,,,,,,,,,
38249.84822,8.69,-160,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,37.818467,-122.441983,,
38249.84824,8.69,,,,,,,,81,2.03,,,,,,-7,,,,,,,,,,,,,,,,,,,,,37.818483,-122.4419,56.8,10.8
38249.84825,8.69,-164,10.3,-163.7,17.2,242,,0.7,,,49,,16,,17.49,,,0,,,,,,,,,,12.03,,,,,,,,,,,,
38249.84826,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.818517,-122.441783,,
38249.84827,8.61,-164,,,,,,,80,2.03,52,,,,17.19,-7.6,,,,,,,,,,,,12.03,,,,,,,,,37.818517,-122.44175,55.8,10.4
38249.84828,,-166,9.9,-163.7,17.2,242,,0.8,,,,27.33,16,,,,,2,,,,,,,,,,,,,,,,,,,,,,
38249.84829,8.67,-173,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,37.81855,-122.441633,,
38249.84831,8.68,-178,10.4,-179.8,17.2,237,,0.8,80,2.02,53,,16,,16.52,-8,,,,,,,,,,,,12.04,,,,,,,,,,,61.8,10.8
38249.84832,8.74,,,,,,,,,,,-6.39,,,,,,2,,,,,,,,,,,,,,,,,,,37.818567,-122.4415,,
38249.84833,8.71,-179,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,37.818583,-122.441417,,
38249.84834,8.7,-177,10.2,-178.8,17.1,236,,0.7,81,2.04,53,26.56,16,936,15.6,-6.9,,-1,,,,,,,,,,12.03,,,,,,,,,,,60.8,11
38249.84835,8.73,-173,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,37.818617,-122.441283,,
38249.84836,8.7,-168,9.7,,16.9,,,,81,2.07,50,,,,14.51,-6.3,,,,,,,,,,,,12.03,,,,,,,,,37.818617,-122.441267,56.8,11
38249.84838,8.77,-164,,-172.7,,237,,0.7,,,44,10.78,16,909,,,,0,,,,,,,,,,,,,,,,,,,37.818667,-122.441133,,
38249.84839,8.93,,9.9,,16.8,,,,82,2.09,42,,,,14.54,-5.6,,,,,,,,,,,,12.04,,,,,,,,,37.818667,-122.441133,54.8,11.1
38249.8484,9.05,-158,,-167.7,,237,,0.5,,,,-1.17,16,,,,,-3,,,,,,,,,,,,,,,,,,,,,,
38249.84841,9.11,-149,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,37.818717,-122.441017,,
38249.84842,9.14,-147,10.3,-161.5,16.9,239,,0.5,82,2.11,42,,,,14.84,-5.8,,,,,,,,,,,,12.04,,,,,,,,,,,46.8,11
38249.84843,9.18,-149,,,,,,,,,43,-5.94,16,,,,,1,,,,,,,,,,,,,,,,,,,37.81875,-122.4409,,
38249.84845,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.818783,-122.440783,,
38249.84846,9.2,-158,8.8,-164.5,16.8,238,,0.6,82,2.09,45,,16,,15.09,-6.5,,1,,,,,,,,,,12.03,,,,,,,,,,,52.8,11.2
38249.84847,9.23,-158,,,,,,,,,45,24.72,,958,,,,,,,,,,,,,,,,,,,,,,,37.818833,-122.440667,,
38249.84848,9.22,-156,9.1,-166.6,16.6,238,,0.5,82,2.11,43,,,,15.18,-6,,,,,,,,,,,,12.03,,,,,,,,,37.818833,-122.440667,53.8,11.2
38249.84849,,,,,,,,,,,,43.17,16,1027,,,,0,,,,,,,,,,,,,,,,,,,,,,
38249.8485,9.2,-152,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,37.818867,-122.44055,,
38249.84851,9.18,-150,11.1,-162.5,17,239,,0.5,83,2.12,42,,16,,15.57,-5.1,,0,,,,,,,,,,12.03,,,,,,,,,,,48.8,11.1
38249.84853,9.06,-151,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,37.818917,-122.440433,,
38249.84854,8.98,-149,11.1,-161.5,17,240,,,82,2.14,43,,,,15.67,-4.9,,,,,,,,,,,,12.03,,,,,,,,,37.818933,-122.44035,49.8,10.8
38249.84855,8.84,-147,,,,,,0.5,,,42,,16,,,,,0,,,,,,,,,,,,,,,,,,,37.81895,-122.440317,,
38249.84856,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.818983,-122.440233,,
38249.84857,8.73,-145,10.8,-161.5,17.1,240,,0.5,82,2.17,41,,16,,15.91,-4.9,,-2,,,,,,,,,,12.03,,,,,,,,,,,50.8,10.7
38249.84858,8.94,-145,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,37.819033,-122.440117,,
38249.8486,9.11,,10.5,,,,,,83,2.16,39,,,,16.06,-4.8,,,,,,,,,,,,12.03,,,,,,,,,37.81905,-122.4401,46.8,10.8
38249.84861,9.28,-143,,-161.5,17.1,240,,0.4,,,,,16,1062,,,,-3,,,,,,,,,,,,,,,,,,,37.8191,-122.439983,,
38249.84862,9.34,-144,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,37.8191,-122.439983,,
38249.84863,9.42,-147,9.8,-162.4,17.4,239,,,82,2.14,42,,,,16.43,-4.7,,,,,,,,,,,,12.03,,,,,,,,,,,46.8,11.8
38249.84864,9.51,,,,,,,0.4,,,,,16,1014,,,,-2,,,,,,,,,,,,,,,,,,,37.81915,-122.43985,,
38249.84865,9.44,-151,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,37.819183,-122.439733,,
38249.84867,9.44,-150,9.6,-162.4,17.2,240,,0.4,81,2.15,44,,16,,16.73,-4.7,,-2,,,,,,,,,,12.03,,,,,,,,,,,48.8,11.8
38249.84868,9.37,,,,,,,,,,44,,,937,,,,,,,,,,,,,,,,,,,,,,,37.819233,-122.439617,,
38249.84869,9.29,-151,9.3,,,,,,80,2.15,45,,,,16.92,-5.1,,,,,,,,,,,,12.03,,,,,,,,,37.819233,-122.439617,48.8,11.4
38249.8487,,-151,,-163.4,17.1,240,,0.5,,,,,16,,,,,-2,,,,,,,,,,,,,,,,,,,,,,
38249.84871,9.21,-151,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,37.819283,-122.439483,51.8,
38249.84872,9.23,-155,8.3,-168.5,16.5,239,,0.5,80,2.15,45,,16,,17.13,-5.4,,-1,,,,,,,,,,12.02,,,,,,,,,,,,11.2
38249.84874,9.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.819317,-122.439367,,
38249.84875,9.14,-155,,,,,,,79,2.16,47,,,,,,,,,,,,,,,,,,,,,,,,,,37.81935,-122.43925,52.8,11.3
38249.84876,9.14,-164,8.7,-172.5,16.3,237,,0.5,,,47,,16,,17.56,-5.2,,,,,,,,,,,,12.03,,,,,,,,,,,,
38249.84877,9.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.819383,-122.43915,,
38249.84878,8.85,-172,8.4,-175.5,15.9,,,,79,2.16,48,,,,17.71,-4.6,,,,,,,,,,,,12.03,,,,,,,,,37.819383,-122.439133,52.8,10.8
38249.84879,,,,,,235,,0.4,,,,,16,1064,,,,-3,,,,,,,,,,,,,,,,,,,,,,
38249.84881,8.73,-171,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,37.819433,-122.439017,,
38249.84882,8.64,,,,,,,,77,2.15,53,,,,17.77,-5.1,,,,,,,,,,,,12.03,,,,,,,,,37.81945,-122.438933,50.8,10.8
38249.84883,8.67,-175,9.1,179.6,15.7,233,,0.5,,,,,16,,,,,-7,,,,,,,,,,,,,,,,,,,37.819467,-122.4389,,
38249.84884,8.67,173,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,37.819483,-122.4388,,
38249.84885,8.67,166,9.6,179.5,15.7,233,,,74,2.12,66,,,,18.01,-5.1,,,,,,,,,,,,12.03,,,,,,,,,37.819483,-122.438767,57.8,10.9
38249.84886,8.57,,,,,,,0.5,,,,26.61,16,,,,,-4,,,,,,,,,,,,,,,,,,,37.8195,-122.43865,,
38249.84888,8.54,162,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,37.8195,-122.43865,,
38249.84889,8.46,157,9.4,167.5,15.7,232,,0.5,73,2.12,68,9.39,16,999,18.44,-4.5,,-1,,,,,,,,,,12.03,,,,,,,,,,,71.8,10.2
38249.8489,8.45,155,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,37.8195,-122.438533,,
38249.84891,8.45,,,,,,,,74,2.11,70,,,,18.53,-4.1,,,,,,,,,,,,12.03,,,,,,,,,37.8195,-122.43845,70.8,10.4
38249.84892,8.44,157,8.6,165.5,15.8,232,,0.4,,,72,,16,,,,,-2,,,,,,,,,,,,,,,,,,,37.8195,-122.438417,,
38249.84893,8.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.819517,-122.438283,,
38249.84894,8.47,148,10.4,163.4,15.6,233,,0.5,73,2.1,72,,16,,18.56,-4.9,,,,,,,,,,,,12.03,,,,,,,,,,,70.8,10.3
38249.84896,8.66,140,,,,,,,,,73,,,,,,,-2,,,,,,,,,,,,,,,,,,,37.8195,-122.438167,,
38249.84897,8.83,,10.8,,,,,,73,2.07,75,,,,18.74,-4.5,,,,,,,,,,,,12.02,,,,,,,,,37.8195,-122.438167,73.8,10.6
38249.84898,8.91,139,,158.5,15.8,232,,0.4,,,,,16,,,,,-3,,,,,,,,,,,,,,,,,,,,,,
38249.84899,9.1,140,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,37.8195,-122.438017,76.8,11.8
38249.849,9.15,146,10.1,159.4,16.5,233,,0.3,72,2.06,80,,16,,19.11,-3.3,,-2,,,,,,,,,,12.03,,,,,,,,,,,,
38249.84901,9.14,146,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,37.8195,-122.437883,,
38249.84903,9.13,146,10.3,161.3,16.8,237,,0.3,72,2.08,80,,16,,19.08,-3,,-1,,,,,,,,,,12.02,,,,,,,,,37.819483,-122.4378,78.8,11.4
38249.84904,9.18,144,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,37.819483,-122.43775,,
38249.84905,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.819483,-122.43765,80.8,11.4
38249.84906,9.18,139,10.6,161.3,16.8,237,,0.2,,,80,,16,,19.29,-2.3,,0,,,,,,,,,,12.03,,,,,,,,,37.819467,-122.437617,,
38249.84907,9.19,138,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,37.819467,-122.437517,,
38249.84908,9.19,138,10.4,156.2,16.7,235,,0.1,72,2.08,78,,16,,19.29,-1.6,,-2,,,,,,,,,,12.04,,,,,,,,,,,78.8,11.5
38249.8491,9.16,140,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,37.819467,-122.43735,,
38249.84911,9.18,143,11,,16.8,,,,72,2.08,77,,,,19.84,-1.1,,,,,,,,,,,,12.03,,,,,,,,,37.819467,-122.43735,76.8,11.3
38249.84912,9.22,,,158.1,,236,,0.1,,,,26.06,16,,,,,-2,,,,,,,,,,,,,,,,,,,37.81945,-122.437217,,
38249.84913,9.24,142,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,37.81945,-122.437217,,
38249.84914,9.25,145,10.9,160.1,17.3,236,,,73,2.08,76,,,,20.12,0,,,,,,,,,,,,12.04,,,,,,,,,,,75.8,11.4
