Utc,Bsp,Awa,Aws,Twa,Tws,Twd,Rudder2,Leeway,Set,Drift,Hdg,AirTmp,SeaTmp,Baro,Depth,Heel,Trim,Rudder,Tab,Forestay,Downhaul,MastAng,FrstyLen,MastButt,StbJmpr,PrtJmpr,Rake,Volts,ROT,GpsQual,PDOP,GpsNum,GpsAge,GpsGeoHt,GpsAntHt,GpsPosFx,Lat,Lon,Cog,Sog
38053.00332,5.01,,,,4.47,354.4,,,145,0.36,51,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.729227,174.911808,,
38053.00333,,,,-81,4.64,,,,,,,,,,17.27,,,,,,,,,,,,,,,,,,,,,,-36.729216,174.91187,,
38053.00335,5.1,-32,7.58,-46,4.02,323.2,,,157.9,0.33,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.3,4.66
38053.00337,,,,,4.47,336.7,,,142.9,0.44,53,,,,17.12,,,,,,,,,,,,,,,,,30,,,,,-36.729196,174.911934,,
38053.00338,,-23,8.35,-54,4.27,,,,,,,,,,16.98,,,,,,,,,,,,,,,,,,,,,,,,74.1,4.77
38053.0034,5.07,-39,7.58,-87,4.78,0.2,,,153.8,0.55,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,4.62
38053.00342,,,,,,,,,,,52,,,,17.08,,,,,,,,,,,,,,,,,16,,,,,-36.72918,174.912033,,
38053.00343,,-26,8.74,-52,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,4.73
38053.00345,5.09,-33,8.74,,5.88,319.6,,,160.2,0.24,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,4.66
38053.00346,,,,,,,,,,,56,,,,16.93,,,,,,,,,,,,,,,,,1,,,,,-36.729147,174.91213,,
38053.00348,,-42,7.19,-90,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.9,4.71
38053.00349,5.11,,,,4.49,338.8,,,147.8,0.73,56,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.00351,,,,-66,4.7,,,,,,55,,,,16.77,,,,,,,,,,,,,,,,,30,,,,,-36.729133,174.912271,,
38053.00353,5.09,-43,7.58,-89,5.2,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.4,4.72
38053.00354,5.13,,,,4.54,335.2,,,152.3,0.49,54,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.729113,174.912359,,
38053.00356,,,,,,,,,,,,,,,16.66,,,,,,,,,,,,,,,,,16,,,,,-36.729116,174.912389,,
38053.00357,5.14,-36,7.77,-77,4.64,,,,141.4,0.43,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.4,4.83
38053.00359,5.18,,,,4.45,338.5,,,129.3,0.25,54,,,,16.52,,,,,,,,,,,,,,,,,30,,,,,-36.729096,174.912455,,
38053.0036,,-35,7.77,-79,4.52,,,,,,,,,,16.49,,,,,,,,,,,,,,,,,,,,,,,,,
38053.00362,5.24,-35,7.77,,4.82,340.6,,,135.7,0.23,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.3,4.86
38053.00364,,,,,,,,,,,54,,,,16.59,,,,,,,,,,,,,,,,,16,,,,,-36.729063,174.912548,,
38053.00365,,-37,7.58,-76,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7,4.95
38053.00367,5.23,-30,7.58,,4.23,342.7,,,135.9,0.22,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7,4.88
38053.00368,,,,,,,,,,,55,,,,16.51,,,,,,,,,,,,,,,,,1,,,,,-36.729048,174.912693,,
38053.0037,5.28,-31,7.19,-80,3.75,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.3,4.91
38053.00371,,,,,4.02,339,,,131.7,0.31,55,,,,16.46,,,,,,,,,,,,,,,,,16,,,,,-36.729029,174.912772,,
38053.00373,,-31,7.58,-72,4.23,,,,,,,,,,16.4,,,,,,,,,,,,,,,,,,,,,,-36.729017,174.9128,,
38053.00375,5.32,-35,8.16,-75,4.84,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7,4.93
38053.00377,5.26,,,,4.62,347.9,,,117.9,0.26,56,,,,,,,,,,,,,,,,,,,,,1,,,,,,,76.6,4.89
38053.00379,,,,,4.64,347.9,,,143.8,0.47,56,,,,16.3,,,,,,,,,,,,,,,,,16,,,,,-36.729013,174.912921,,
38053.0038,,-32,7.77,-70,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.8,4.89
38053.00382,5.15,,,,4.54,342.3,,,150.8,0.33,57,,,,,,,,,,,,,,,,,,,,,30,,,,,,,77.5,4.84
38053.00383,,,,,,,,,,,57,,,,16.11,,,,,,,,,,,,,,,,,1,,,,,-36.728982,174.913059,,
38053.00385,5.13,-34,8.16,-74,4.76,,,,135.2,0.32,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.6,4.93
38053.00386,,,,,4.31,345.4,,,133.5,0.31,58,,,,16.13,,,,,,,,,,,,,,,,,16,,,,,-36.728963,174.913139,,
38053.00388,,,,-79,4.68,,,,,,,,,,16.14,,,,,,,,,,,,,,,,,,,,,,-36.728966,174.91317,,
38053.00389,5.26,-35,7.58,-80,4.45,336.1,,,131.4,0.47,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.7,5.02
38053.00391,,,,,4.93,342.8,,,114.1,0.4,58,,,,16.09,,,,,,,,,,,,,,,,,1,,,,,-36.728963,174.913257,,
38053.00393,,-37,7.58,-85,4.62,,,,,,,,,,15.97,,,,,,,,,,,,,,,,,,,,,,,,78.5,5.11
38053.00394,5.35,-33,7.58,,4.31,342.6,,,127.6,0.43,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.8,5.06
38053.00396,,,,,,,,,,,60,,,,15.9,,,,,,,,,,,,,,,,,30,,,,,-36.728949,174.913359,,
38053.00397,5.41,-34,7.19,-85,4.17,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.6,5.07
38053.00399,5.41,,,,4.56,329.7,,,116.8,0.31,62,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.004,,,,,,,,,,,,,,,15.8,,,,,,,,,,,,,,,,,16,,,,,-36.728932,174.913473,,
38053.00402,5.38,-34,6.41,-90,3.63,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3,5.07
38053.00404,5.36,,,,4.47,325.3,,,139.3,0.61,66,,,,,,,,,,,,,,,,,,,,,30,,,,,,,86.9,5.05
38053.00405,,,,,,,,,,,66,,,,15.69,,,,,,,,,,,,,,,,,1,,,,,-36.72895,174.913628,,
38053.00407,5.35,-40,6.6,-95,4.27,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.4,5.07
38053.00409,5.3,,,,4.45,338.8,,,149,0.68,66,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.0041,,,,,,,,,,,65,,,,15.48,,,,,,,,,,,,,,,,,30,,,,,-36.728933,174.913723,,
38053.00412,5.29,-38,8.16,-78,5.17,340.6,,,150.5,0.63,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.7,4.97
38053.00413,5.23,,,,5.32,343.2,,,151.2,0.62,61,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.728932,174.913792,,
38053.00415,,-40,8.16,-78,5.34,,,,,,,,,,15.32,,,,,,,,,,,,,,,,,,,,,,,,,
38053.00416,5.2,-40,7.77,,5.03,336.7,,,156.9,0.42,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7,4.9
38053.00418,,,,,5.09,338.1,,,,,56,,,,15.15,,,,,,,,,,,,,,,,,30,,,,,-36.728915,174.913882,,
38053.0042,,-41,7.58,-81,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.6,4.89
38053.00421,5.01,,,,4.68,335.1,,,269.5,0.11,53,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.00423,,,,,,,,,,,52,,,,14.97,,,,,,,,,,,,,,,,,16,,,,,-36.728881,174.91401,,
38053.00425,,-28,8.35,-50,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.2,4.73
38053.00426,4.81,,,,4.76,339.2,,,262.2,0.31,47,,,,,,,,,,,,,,,,,,,,,30,,,,,,,74,4.59
38053.00428,,,,,,,,,,,46,,,,14.88,,,,,,,,,,,,,,,,,1,,,,,-36.728847,174.914096,,
38053.00429,,-29,7.77,-61,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3,4.36
38053.00431,4.68,,,,4.08,346.3,,,284.6,0.71,45,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.00432,,,,-54,4.58,,,,,,,,,,14.6,,,,,,,,,,,,,,,,,30,,,,,-36.728832,174.91417,,
38053.00434,4.63,-24,8.16,-57,3.71,336.7,,,270.2,0.44,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6,4.32
38053.00435,,,,,,,,,,,42,,,,14.6,,,,,,,,,,,,,,,,,1,,,,,-36.728779,174.914247,,
38053.00437,,-27,7.19,-66,3.63,,,,,,,,,,14.67,,,,,,,,,,,,,,,,,,,,,,,,66.2,4.35
38053.00438,4.65,,,,4.02,339.4,,,276.2,0.55,42,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.0044,,,,,,,,,,,43,,,,14.52,,,,,,,,,,,,,,,,,30,,,,,-36.72873,174.914359,,
38053.00441,4.69,-29,7.58,-65,4.06,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9,4.36
38053.00443,4.75,,,,4.04,338.9,,,284.4,0.47,45,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.728725,174.914404,,
38053.00445,,,,-65,4.43,,,,,,,,,,14.14,,,,,,,,,,,,,,,,,,,,,,-36.728715,174.91442,,
38053.00446,4.8,-33,7.77,-71,4.47,,,,294.4,0.4,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.2,4.55
38053.00448,4.83,,,,4.64,339.6,,,277.3,0.28,49,,,,12.71,,,,,,,,,,,,,,,,,30,,,,,-36.728693,174.914487,,
38053.0045,,,,,,,,,,,,,,,12.28,,,,,,,,,,,,,,,,,1,,,,,-36.728681,174.914523,,
38053.00451,4.9,-31,6.6,-83,3.4,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2,4.55
38053.00453,4.88,,,,4.12,325.4,,,168,0.2,54,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.00455,,,,,,,,,,,58,,,,11.17,,,,,,,,,,,,,,,,,30,,,,,-36.728664,174.914643,,
38053.00456,4.85,-46,6.6,-91,4.74,,,,182.2,0.23,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.7,4.54
38053.00458,,,,,4.8,328.1,,,158.6,0.34,64,,,,9.14,,,,,,,,,,,,,,,,,1,,,,,-36.728662,174.914703,,
38053.00459,,,,-104,4.5,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,-36.728666,174.91477,,
38053.00461,4.97,-50,5.83,,4.06,331.7,,,152.6,0.77,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9,4.68
38053.00463,,,,,4.89,323.1,,,154.4,1.22,72,,,,8.21,,,,,,,,,,,,,,,,,30,,,,,-36.728666,174.914836,,
38053.00464,,-51,6.02,-103,4.8,,,,,,,,,,8.97,,,,,,,,,,,,,,,,,,,,,,,,,
38053.00466,4.91,,,,4.5,323.9,,,160.3,1.3,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2,4.56
38053.00467,,,,,,,,,,,75,,,,7.01,,,,,,,,,,,,,,,,,16,,,,,-36.728684,174.91493,,
38053.00469,,-50,5.44,-107,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.6,4.52
38053.00471,4.73,-48,5.44,,4.31,336.9,,,169.9,1.36,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2,4.44
38053.00472,,,,,,,,,,,77,,,,2.77,,,,,,,,,,,,,,,,,1,,,,,-36.728702,174.915032,,
38053.00474,4.74,-42,5.44,-96,3.63,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,4.39
38053.00476,4.62,,,,3.55,337,,,171.8,1.26,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,4.4
38053.00477,,,,,,,,,,,77,,,,2.54,,,,,,,,,,,,,,,,,30,,,,,-36.728718,174.915145,,
38053.00479,4.61,-43,5.24,-102,3.65,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,4.28
38053.0048,4.54,,,,3.96,346.4,,,178.4,1.19,77,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.00482,,,,,,,,,,,,,,,3.12,,,,,,,,,,,,,,,,,16,,,,,-36.728734,174.915239,,
38053.00483,4.47,-60,5.83,-98,4.84,327.1,,,178.4,1.18,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,4.25
38053.00485,4.39,,,,4.45,339.9,,,185.1,0.93,79,,,,4.53,,,,,,,,,,,,,,,,,30,,,,,-36.728736,174.915303,,
38053.00487,,,,,,,,,,,,,,,4.55,,,,,,,,,,,,,,,,,1,,,,,-36.728751,174.915341,,
38053.00488,4.41,-49,6.41,-93,4.84,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4,4.17
38053.0049,4.39,,,,4.56,343.4,,,186.4,0.85,79,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.728753,174.915404,,
38053.00491,,-49,6.02,-95,4.54,,,,,,,,,,7.83,,,,,,,,,,,,,,,,,,,,,,-36.72875,174.915418,,
38053.00493,4.37,-49,5.24,,4.41,341.8,,,186.3,0.78,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,4.13
38053.00494,,,,,,,,,,,80,,,,8.46,,,,,,,,,,,,,,,,,1,,,,,-36.728768,174.915478,,
38053.00496,4.32,-48,5.44,-98,4.12,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,4.11
38053.00498,4.25,,,,4.23,329.4,,,189.4,0.7,80,,,,,,,,,,,,,,,,,,,,,16,,,,,,,100.2,4.08
38053.00499,,,,,,,,,,,80,,,,8.72,,,,,,,,,,,,,,,,,30,,,,,-36.728801,174.915591,,
38053.00501,,-41,5.44,-89,3.61,,,,,,,,,,8.89,,,,,,,,,,,,,,,,,,,,,,,,99,4.07
38053.00503,4.2,,,,4.08,345.1,,,195.1,0.6,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4.03
38053.00504,,,,,,,,,,,81,,,,11.66,,,,,,,,,,,,,,,,,16,,,,,-36.728818,174.915675,,
38053.00506,4.22,-47,4.85,-108,3.71,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,4.01
38053.00507,4.24,,,,4.04,344,,,191.5,0.63,82,,,,,,,,,,,,,,,,,,,,,30,,,,,-36.728837,174.915738,,
38053.00509,,,,,,,,,,,82,,,,12.03,,,,,,,,,,,,,,,,,1,,,,,-36.728851,174.915775,,
38053.00511,4.27,-50,5.83,-96,4.52,,,,188.6,0.69,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5,4.04
38053.00512,4.32,,,,5.15,332.3,,,189.3,0.65,83,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.00514,,,,,,,,,,,85,,,,12.37,,,,,,,,,,,,,,,,,30,,,,,-36.728868,174.915889,,
38053.00515,4.3,-46,5.44,-110,4.08,,,,191.7,0.59,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.8,4.04
38053.00517,4.26,,,,4.14,348.4,,,201.7,0.62,86,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.00519,,,,-111,4.8,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,-36.728867,174.915985,,
38053.0052,4.21,-55,5.44,,4.56,342.1,,,191.1,0.68,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.3,4.02
38053.00522,,,,,4.58,342.1,,,,,87,,,,12.45,,,,,,,,,,,,,,,,,30,,,,,-36.728887,174.916047,,
38053.00523,,-53,5.44,-103,4.43,,,,,,,,,,12.32,,,,,,,,,,,,,,,,,,,,,,,,107,3.93
38053.00525,4.22,,,,4.5,342.4,,,202.1,0.66,87,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.00527,,,,,,,,,,,87,,,,10.12,,,,,,,,,,,,,,,,,16,,,,,-36.728919,174.916144,,
38053.00528,4.2,-53,5.44,-104,4.49,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.6,4.16
38053.0053,4.22,-53,4.85,-112,4.19,340.6,,,189.2,0.71,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.1,4.03
38053.00531,,,,,,,,,,,88,,,,13.08,,,,,,,,,,,,,,,,,1,,,,,-36.72897,174.916261,,
38053.00533,4.22,-53,5.44,-103,4.47,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5,4.01
38053.00535,4.26,,,,4.52,343.7,,,193.3,0.64,90,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.00536,,-53,5.24,-108,4.41,,,,,,,,,,12.11,,,,,,,,,,,,,,,,,,,,,,-36.729,174.916317,,
38053.00537,4.3,-53,6.02,,4.87,349.8,,,187.8,0.79,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.9,4.05
38053.00539,,,,,,,,,,,87,,,,11.01,,,,,,,,,,,,,,,,,1,,,,,-36.729004,174.916411,,
38053.0054,4.38,-53,6.02,-103,4.95,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5,4.27
38053.00542,4.5,,,,4.95,344.5,,,156.3,0.37,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.4,4.32
38053.00544,,,,,,,,,,,89,,,,12.71,,,,,,,,,,,,,,,,,30,,,,,-36.729036,174.916494,,
38053.00545,,-39,4.85,-92,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.1,4.28
38053.00547,4.53,,,,4.19,344.9,,,168.7,0.53,87,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.00548,,,,,,,,,,,,,,,12.9,,,,,,,,,,,,,,,,,16,,,,,-36.729052,174.91659,,
38053.0055,4.5,-45,5.83,-94,4.25,354.3,,,161.4,0.42,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.3,4.31
38053.00551,,,,,4.35,344.8,,,,,86,,,,12.9,,,,,,,,,,,,,,,,,30,,,,,-36.729071,174.916681,,
38053.00553,,-45,6.41,-89,4.54,,,,,,,,,,12.73,,,,,,,,,,,,,,,,,,,,,,,,108.1,4.32
38053.00554,4.54,,,,4.41,346.6,,,156.9,0.3,86,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.00556,,,,,4.43,344.9,,,,,85,,,,12.63,,,,,,,,,,,,,,,,,16,,,,,-36.729088,174.916767,,
38053.00558,,-46,6.41,-93,4.64,,,,,,,,,,12.93,,,,,,,,,,,,,,,,,,,,,,,,107.2,4.36
38053.0056,4.68,-46,6.6,,4.64,351.1,,,134.9,0.21,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,4.39
38053.00561,,,,,,,,,,,86,,,,12.9,,,,,,,,,,,,,,,,,1,,,,,-36.729102,174.91686,,
38053.00563,,-46,6.41,-98,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.8,4.41
38053.00564,4.86,,,,4.78,349.8,,,113,0.27,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6,4.56
38053.00566,,,,,5.05,351.1,,,,,84,,,,11.88,,,,,,,,,,,,,,,,,30,,,,,-36.72912,174.916964,,
38053.00568,,-46,6.6,-97,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.9,4.65
38053.00569,4.91,-46,6.41,,4.66,346.5,,,72.2,0.27,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,4.64
38053.00571,,,,,,,,,,,84,,,,12.92,,,,,,,,,,,,,,,,,16,,,,,-36.729152,174.917093,,
38053.00573,,-46,5.83,-101,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6,4.66
38053.00574,4.85,,,,4.41,343.4,,,98.4,0.2,84,,,,,,,,,,,,,,,,,,,,,30,,,,,,,104.3,4.59
38053.00576,,,,,,,,,,,,,,,12.79,,,,,,,,,,,,,,,,,1,,,,,-36.729168,174.917158,,
38053.00578,,-46,6.6,-97,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.4,4.54
38053.00579,4.98,,,,5.05,351.4,,,116.4,0.16,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.8,4.66
38053.00581,,,,,,,,,,,84,,,,13.07,,,,,,,,,,,,,,,,,30,,,,,-36.729169,174.917279,,
38053.00582,,-46,6.99,-95,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.2,4.71
38053.00584,5.09,,,,4.85,346,,,109.3,0.23,85,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.729189,174.917342,,
38053.00585,,-46,6.6,-98,4.8,,,,,,,,,,13.35,,,,,,,,,,,,,,,,,,,,,,-36.729184,174.917368,,
38053.00587,5.16,-46,6.99,-90,5.07,345.5,,,97.4,0.2,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.4,4.74
38053.00589,5.1,,,,5.05,351.7,,,131.1,0.18,85,,,,13.41,,,,,,,,,,,,,,,,,30,,,,,-36.729204,174.917488,,
38053.0059,,,,,,,,,,,,,,,13.53,,,,,,,,,,,,,,,,,1,,,,,-36.729218,174.917507,,
38053.00592,5.14,-46,6.41,-101,4.78,340.9,,,148.8,0.32,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.5,4.73
38053.00594,,,,,4.78,347.4,,,135.9,0.2,83,,,,13.77,,,,,,,,,,,,,,,,,16,,,,,-36.729239,174.917589,,
38053.00595,,-46,6.6,-99,4.82,,,,,,,,,,13.91,,,,,,,,,,,,,,,,,,,,,,,,105.6,4.73
38053.00597,5.15,-46,6.02,-104,4.49,341.6,,,113.8,0.13,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.4,4.75
38053.00598,,,,,4.78,345.4,,,,,83,,,,13.81,,,,,,,,,,,,,,,,,1,,,,,-36.729254,174.917703,,
38053.006,,-46,6.6,-98,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.7,4.77
38053.00602,5.17,-46,6.41,,4.72,340.2,,,69.5,0.16,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,4.82
38053.00603,5.15,,,,4.82,343.1,,,85.3,0.19,81,,,,13.67,,,,,,,,,,,,,,,,,30,,,,,-36.729287,174.917803,,
38053.00605,,,,,,,,,,,,,,,13.8,,,,,,,,,,,,,,,,,1,,,,,-36.729285,174.917842,,
38053.00607,5.13,-46,6.6,-97,4.78,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,4.81
38053.00609,5.13,,,,4.68,341.4,,,63.7,0.12,81,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.0061,,,,,,,,,,,81,,,,13.69,,,,,,,,,,,,,,,,,30,,,,,-36.729301,174.917974,,
38053.00612,5.1,-46,6.41,-99,4.68,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,4.77
38053.00614,5.07,,,,4.68,341.2,,,36.3,0.17,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,4.77
38053.00616,,,,,4.66,343.1,,,,,81,,,,13.54,,,,,,,,,,,,,,,,,16,,,,,-36.729319,174.918135,,
38053.00617,,-46,6.6,-97,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,4.61
38053.00619,5.04,-46,6.6,-95,4.78,344.2,,,352,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,4.68
38053.0062,,,,,,,,,,,81,,,,13.23,,,,,,,,,,,,,,,,,1,,,,,-36.729335,174.918212,,
38053.00622,,-46,5.83,-104,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,4.68
38053.00624,4.96,,,,4.04,331.4,,,351.8,0.03,82,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.00625,,,,,,,,,,,82,,,,13.18,,,,,,,,,,,,,,,,,30,,,,,-36.729385,174.918324,,
38053.00627,4.88,-46,5.24,-109,4,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.9,4.66
38053.00628,4.79,,,,3.94,335.6,,,253.8,0.07,82,,,,,,,,,,,,,,,,,,,,,1,,,,,,,101.9,4.6
38053.0063,,,,,,,,,,,82,,,,13.81,,,,,,,,,,,,,,,,,16,,,,,-36.729402,174.918431,,
38053.00632,,-47,5.83,-104,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,4.55
38053.00633,4.66,,,,4.21,337.9,,,264,0.17,82,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,
38053.00635,,,,,,,,,,,83,,,,14.27,,,,,,,,,,,,,,,,,1,,,,,-36.729419,174.918495,,
38053.00637,4.66,-43,4.85,-110,3.55,,,,276.2,0.2,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,4.43
38053.00638,,,,,3.53,332.6,,,241.9,0.23,82,,,,14.1,,,,,,,,,,,,,,,,,16,,,,,-36.729437,174.91857,,
38053.0064,,,,-104,3.69,,,,,,,,,,14.14,,,,,,,,,,,,,,,,,,,,,,-36.729451,174.918603,,
38053.00641,4.65,-43,5.24,-98,3.69,338.3,,,232.6,0.28,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4,4.41
38053.00643,,,,,,,,,,,81,,,,14.22,,,,,,,,,,,,,,,,,1,,,,,-36.729453,174.918663,,
38053.00644,4.59,-40,5.44,-97,3.49,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,4.37
38053.00646,4.55,,,,3.22,333.9,,,241.4,0.28,80,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.00647,,,,,,,,,,,78,,,,14.09,,,,,,,,,,,,,,,,,30,,,,,-36.729485,174.918773,,
38053.00649,4.54,-40,5.44,-98,3.51,,,,228.2,0.26,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,4.35
38053.00651,4.54,-40,5.44,-96,3.92,337.5,,,255.6,0.25,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,4.32
38053.00652,,,,,,,,,,,75,,,,14.13,,,,,,,,,,,,,,,,,16,,,,,-36.729485,174.918878,,
38053.00654,4.59,-46,5.83,-101,4.27,,,,289.4,0.32,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5,4.29
38053.00655,4.64,,,,4.29,333.9,,,301,0.38,75,,,,14.27,,,,,,,,,,,,,,,,,30,,,,,-36.729485,174.918936,,
38053.00657,,-46,6.02,-97,4.35,,,,,,,,,,14.22,,,,,,,,,,,,,,,,,,,,,,-36.729483,174.918968,,
38053.00658,4.67,-45,6.41,,4.37,336.8,,,304.8,0.35,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5,4.33
38053.0066,,,,,4.35,336,,,,,76,,,,14.22,,,,,,,,,,,,,,,,,16,,,,,-36.729501,174.919017,,
38053.00661,,-46,6.02,-99,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6,4.31
38053.00663,4.73,-46,5.83,-100,4.23,335.5,,,288.2,0.25,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.8,4.35
38053.00665,,,,,3.77,334.9,,,,,78,,,,14.19,,,,,,,,,,,,,,,,,1,,,,,-36.729518,174.919151,,
