Utc,Bsp,Awa,Aws,Twa,Tws,Twd,Rudder2,Leeway,Set,Drift,Hdg,AirTmp,SeaTmp,Baro,Depth,Heel,Trim,Rudder,Tab,Forestay,Downhaul,MastAng,FrstyLen,MastButt,StbJmpr,PrtJmpr,Rake,Volts,ROT,GpsQual,PDOP,GpsNum,GpsAge,GpsGeoHt,GpsAntHt,GpsPosFx,Lat,Lon,Cog,Sog
38053.00002,5.19,-29,8.16,-66,4.39,337.3,,,79.2,0.21,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7,4.85
38053.00003,,,,,4.89,342.4,,,68.1,0.24,43,,,,17.21,,,,,,,,,,,,,,,,,25,,,,,-36.731609,174.904436,,
38053.00005,,-29,8.74,-62,4.87,,,,,,,,,,17.29,,,,,,,,,,,,,,,,,,,,,,,,,
38053.00007,5.22,-29,8.35,,4.85,340.8,,,63,0.23,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3,4.92
38053.00008,,,,,,,,,,,44,,,,17.34,,,,,,,,,,,,,,,,,16,,,,,-36.731562,174.904546,,
38053.0001,5.29,-29,8.74,-67,4.45,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,4.9
38053.00011,5.35,,,,4.78,341.8,,,58.6,0.3,45,,,,,,,,,,,,,,,,,,,,,25,,,,,-36.731541,174.904606,,
38053.00013,,,,,,,,,,,,,,,17.39,,,,,,,,,,,,,,,,,1,,,,,-36.73153,174.904642,,
38053.00015,5.33,-29,8.94,-63,4.89,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7,5.05
38053.00016,5.4,,,,4.45,337.6,,,75.8,0.23,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4,5.02
38053.00018,,,,,,,,,,,45,,,,17.53,,,,,,,,,,,,,,,,,25,,,,,-36.731479,174.904778,,
38053.00019,5.45,-29,8.16,-68,4.27,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5,5.05
38053.00021,5.43,,,,4.72,342.8,,,68.5,0.19,46,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.731457,174.904859,,
38053.00022,,,,-63,4.76,,,,,,,,,,17.32,,,,,,,,,,,,,,,,,,,,,,-36.731448,174.904888,,
38053.00024,5.43,-29,8.94,-64,4.84,342.4,,,91.4,0.16,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,5.02
38053.00026,5.45,,,,4.85,342.7,,,79.3,0.21,46,,,,,,,,,,,,,,,,,,,,,25,,,,,-36.731425,174.904973,,
38053.00027,,,,,,,,,,,,,,,17.43,,,,,,,,,,,,,,,,,1,,,,,-36.731414,174.905006,,
38053.00029,5.43,-29,8.74,-62,4.84,,,,59.9,0.21,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6,5.15
38053.00031,,,,,4.43,340.8,,,88.1,0.15,48,,,,9.53,,,,,,,,,,,,,,,,,16,,,,,-36.731392,174.905071,,
38053.00032,,,,-65,4.7,,,,,,,,,,1.37,,,,,,,,,,,,,,,,,25,,,,,-36.731382,174.905138,,
38053.00034,5.44,-29,8.74,-62,4.82,345.3,,,122.1,0.28,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8,5.03
38053.00035,,,,,,,,,,,47,,,,17.36,,,,,,,,,,,,,,,,,1,,,,,-36.731362,174.905199,,
38053.00037,,-29,8.74,-61,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5,5.12
38053.00038,5.36,,,,4.45,341.3,,,121,0.22,47,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.0004,,,,,,,,,,,47,,,,17.26,,,,,,,,,,,,,,,,,25,,,,,-36.731329,174.905313,,
38053.00042,5.36,-29,8.35,-63,4.72,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6,5.03
38053.00043,5.37,,,,4.45,341.2,,,85.8,0.18,46,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.00045,,,,-65,4.45,,,,,,,,,,17.36,,,,,,,,,,,,,,,,,16,,,,,-36.731298,174.905389,,
38053.00046,5.33,-29,8.35,-66,4.49,344.1,,,49.8,0.13,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8,5.04
38053.00048,,,,,4.39,339.7,,,,,47,,,,17.3,,,,,,,,,,,,,,,,,25,,,,,-36.731278,174.905465,,
38053.00049,,-29,8.35,-69,4.27,,,,,,,,,,17.42,,,,,,,,,,,,,,,,,,,,,,,,65.2,5.04
38053.00051,5.37,,,,4.31,340.5,,,84.8,0.11,47,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.00052,,,,-66,4.31,,,,,,,,,,17.44,,,,,,,,,,,,,,,,,,,,,,-36.731232,174.905605,,
38053.00054,5.33,-29,8.16,-67,4.33,340.2,,,102.7,0.16,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8,5.05
38053.00055,5.33,,,,4.04,336.2,,,109.7,0.06,46,,,,0.88,,,,,,,,,,,,,,,,,25,,,,,-36.73121,174.905653,,
38053.00057,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,1,,,,,-36.731198,174.905705,,
38053.00059,5.27,-29,7.58,-69,4.04,336.3,,,46.8,0.09,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1,5.05
38053.0006,,,,,3.9,333.1,,,,,45,,,,17.35,,,,,,,,,,,,,,,,,16,,,,,-36.731176,174.905769,,
38053.00062,,-29,7.19,-76,3.61,,,,,,,,,,17.49,,,,,,,,,,,,,,,,,,,,,,,,64.7,4.93
38053.00063,5.24,-29,7.77,-67,4.1,336.5,,,263.8,0.12,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1,4.86
38053.00065,,,,,4.15,340.8,,,223.9,0.09,46,,,,17.48,,,,,,,,,,,,,,,,,1,,,,,-36.731125,174.905888,,
38053.00067,,-29,7.77,-69,4.08,,,,,,,,,,17.43,,,,,,,,,,,,,,,,,,,,,,,,,
38053.00068,5.15,,,,4.06,338.6,,,200,0.15,47,,,,,,,,,,,,,,,,,,,,,16,,,,,,,66.1,4.82
38053.0007,,,,,,,,,,,48,,,,17.53,,,,,,,,,,,,,,,,,25,,,,,-36.731096,174.906011,,
38053.00071,,-29,8.16,-64,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5,4.76
38053.00073,5.03,,,,4.19,343.7,,,186.1,0.3,48,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.731075,174.906091,,
38053.00074,,,,,,,,,,,,,,,17.31,,,,,,,,,,,,,,,,,16,,,,,-36.731064,174.906141,,
38053.00076,5.01,-29,7.77,-70,4.02,337.3,,,185.4,0.35,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5,4.71
38053.00078,5.1,,,,4.35,342.2,,,173.3,0.34,49,,,,9.18,,,,,,,,,,,,,,,,,25,,,,,-36.731044,174.906202,,
38053.00079,,-29,8.35,-66,4.37,,,,,,,,,,17.42,,,,,,,,,,,,,,,,,,,,,,-36.731016,174.906252,,
38053.00081,5.18,-30,8.35,-67,4.54,342.4,,,165.7,0.3,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5,4.83
38053.00082,,,,,4.35,338.8,,,,,48,,,,1.15,,,,,,,,,,,,,,,,,16,,,,,-36.731012,174.9063,,
38053.00084,,-30,8.16,-69,4.37,,,,,,,,,,9.32,,,,,,,,,,,,,,,,,,,,,,,,69.7,4.9
38053.00085,5.33,-30,8.16,,4.5,340.4,,,131.4,0.25,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.4,4.98
38053.00087,,,,,,,,,,,48,,,,17.42,,,,,,,,,,,,,,,,,1,,,,,-36.730963,174.906428,,
38053.00089,5.37,-30,8.16,-71,4.33,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.6,5.01
38053.0009,,,,,4.78,341.7,,,121.9,0.25,47,,,,0.97,,,,,,,,,,,,,,,,,16,,,,,-36.730942,174.906491,,
38053.00092,,,,-69,4.47,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,-36.730933,174.906519,,
38053.00093,5.48,-30,8.16,-71,4.33,,,,103.6,0.24,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.7,5.13
38053.00095,,,,,4.29,335,,,48.8,0.13,47,,,,0.93,,,,,,,,,,,,,,,,,1,,,,,-36.73091,174.906589,,
38053.00096,,-30,7.77,-76,3.98,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,66.5,5.14
38053.00098,5.57,-30,8.16,,4.02,331.1,,,62.2,0.11,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8,5.14
38053.00099,,,,,,,,,,,47,,,,0.99,,,,,,,,,,,,,,,,,25,,,,,-36.730879,174.906696,,
38053.00101,,-30,7.19,-77,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5,5.12
38053.00103,5.53,,,,4.35,338.4,,,124.7,0.13,48,,,,,,,,,,,,,,,,,,,,,1,,,,,,,68.3,5.1
38053.00104,,,,,,,,,,,48,,,,1.14,,,,,,,,,,,,,,,,,16,,,,,-36.730847,174.906793,,
38053.00106,5.48,-30,8.35,-70,4.45,,,,145.9,0.13,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.9,5.03
38053.00107,5.49,,,,4.78,342.1,,,138.1,0.19,48,,,,,,,,,,,,,,,,,,,,,25,,,,,,,68.9,5.12
38053.00109,,,,,4.52,340,,,,,48,,,,1.13,,,,,,,,,,,,,,,,,1,,,,,-36.730811,174.906952,,
38053.00111,,-30,8.35,-66,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.7,5.13
38053.00113,5.44,-30,8.16,,4.47,339.3,,,157.3,0.15,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.6,5.02
38053.00114,,,,,4.35,339.3,,,157,0.18,48,,,,1.16,,,,,,,,,,,,,,,,,25,,,,,-36.730795,174.907049,,
38053.00116,,-30,8.16,-71,4.31,,,,,,,,,,17.69,,,,,,,,,,,,,,,,,,,,,,-36.730767,174.9071,,
38053.00118,5.44,-31,8.16,,4.43,340.1,,,147.9,0.18,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,5.04
38053.00119,,,,,,,,,,,49,,,,9.38,,,,,,,,,,,,,,,,,16,,,,,-36.730745,174.907167,,
38053.00121,5.4,-31,7.77,-71,4.19,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6,4.95
38053.00122,5.38,,,,4.15,334.1,,,174.3,0.25,49,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,
38053.00124,,,,,,,,,,,49,,,,17.53,,,,,,,,,,,,,,,,,1,,,,,-36.730713,174.907262,,
38053.00126,,-31,8.16,-70,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8,5
38053.00127,5.33,,,,4.14,335.5,,,153.5,0.15,50,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.00129,,,,,,,,,,,52,,,,1.12,,,,,,,,,,,,,,,,,30,,,,,-36.730681,174.907391,,
38053.0013,5.35,-32,7.58,-77,4.06,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8,4.96
38053.00132,5.41,,,,4.06,334.3,,,153.9,0.29,51,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.00134,,,,-76,4.08,,,,,,,,,,17.58,,,,,,,,,,,,,,,,,,,,,,-36.730649,174.907503,,
38053.00135,5.41,-31,7.77,-72,4.47,334.6,,,136.7,0.41,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4,5.07
38053.00137,,,,,4.06,333,,,148.8,0.34,50,,,,17.51,,,,,,,,,,,,,,,,,30,,,,,-36.730629,174.907568,,
38053.00138,,-31,7.58,-80,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2,4.99
38053.0014,5.47,-31,7.58,-77,4.06,331.8,,,158.6,0.28,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.7,5.01
38053.00142,,,,,4.25,336.9,,,,,49,,,,17.49,,,,,,,,,,,,,,,,,16,,,,,-36.730594,174.907687,,
38053.00143,,-31,7.19,-79,3.8,,,,,,,,,,17.7,,,,,,,,,,,,,,,,,,,,,,,,,
38053.00145,5.37,-32,7.58,-77,4.06,336.6,,,173.1,0.19,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.4,4.97
38053.00146,,,,,4.19,335.1,,,,,50,,,,17.51,,,,,,,,,,,,,,,,,1,,,,,-36.730545,174.907818,,
38053.00148,,-31,7.77,-75,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2,4.93
38053.00149,5.35,,,,4.56,340.4,,,172.3,0.24,49,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.00151,,,,,,,,,,,49,,,,1.15,,,,,,,,,,,,,,,,,30,,,,,-36.730513,174.907913,,
38053.00153,,-31,8.16,-71,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.3,4.97
38053.00154,5.37,,,,4.66,339.6,,,180,0.19,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,4.95
38053.00156,,,,,4.5,339,,,,,48,,,,17.65,,,,,,,,,,,,,,,,,16,,,,,-36.730478,174.908035,,
38053.00158,,-31,8.16,-70,4.5,,,,,,,,,,17.66,,,,,,,,,,,,,,,,,,,,,,,,69.4,4.97
38053.0016,5.38,-32,7.77,,4.19,334.3,,,192.7,0.13,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3,4.97
38053.00161,,,,,,,,,,,50,,,,17.66,,,,,,,,,,,,,,,,,1,,,,,-36.730446,174.908131,,
38053.00163,,-29,8.35,-62,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.7,4.99
38053.00164,5.4,,,,3.98,343.1,,,165.1,0.23,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.9,4.99
38053.00166,,,,,5.09,327.7,,,,,50,,,,17.45,,,,,,,,,,,,,,,,,30,,,,,-36.730413,174.908282,,
38053.00168,,-31,8.35,-75,4.45,,,,,,,,,,17.56,,,,,,,,,,,,,,,,,,,,,,-36.7304,174.908318,,
38053.00169,5.45,-31,8.74,,4.54,334.8,,,153.6,0.3,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.7,5.05
38053.00171,,,,,4.66,339.7,,,,,48,,,,17.62,,,,,,,,,,,,,,,,,16,,,,,-36.730378,174.908386,,
38053.00173,,,,-74,4.52,,,,,,,,,,17.66,,,,,,,,,,,,,,,,,,,,,,-36.730366,174.908419,,
38053.00175,5.55,-31,8.74,-67,4.93,,,,153.7,0.15,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8,5.1
38053.00176,5.53,,,,4.47,336.7,,,167.7,0.14,48,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.730342,174.908509,,
38053.00178,,-31,8.35,-75,4.41,,,,,,,,,,17.63,,,,,,,,,,,,,,,,,,,,,,-36.730333,174.908535,,
38053.0018,5.53,-31,8.35,-67,4.7,,,,153.2,0.2,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2,5.1
38053.00181,5.48,,,,4.6,337.2,,,163.6,0.11,48,,,,17.55,,,,,,,,,,,,,,,,,30,,,,,-36.73031,174.908639,,
38053.00183,,-31,8.74,-67,4.93,,,,,,,,,,17.52,,,,,,,,,,,,,,,,,,,,,,-36.730299,174.908668,,
38053.00184,5.43,-31,7.77,,4.7,341.7,,,168.8,0.16,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5,5.07
38053.00186,,,,,,,,,,,48,,,,17.51,,,,,,,,,,,,,,,,,16,,,,,-36.730278,174.90875,,
38053.00187,5.4,-31,8.16,-71,4.49,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7,5.07
38053.00189,5.4,,,,4.21,335.1,,,182.6,0.23,48,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,
38053.0019,,,,,,,,,,,,,,,17.68,,,,,,,,,,,,,,,,,1,,,,,-36.730248,174.90884,,
38053.00192,5.42,-31,7.58,-74,4.08,331.6,,,164.7,0.33,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.1,4.98
38053.00194,,,,,4.29,335.3,,,167.1,0.37,47,,,,17.59,,,,,,,,,,,,,,,,,16,,,,,-36.730227,174.908906,,
38053.00195,,-32,7.77,-67,4.6,,,,,,,,,,17.59,,,,,,,,,,,,,,,,,,,,,,-36.730216,174.908935,,
38053.00197,5.29,-25,7.58,-95,2.7,318.6,,,187.7,0.3,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8,4.86
38053.00198,,,,,,,,,,,46,,,,17.85,,,,,,,,,,,,,,,,,1,,,,,-36.730195,174.909,,
38053.002,5.21,-51,6.02,-106,4.89,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,4.78
38053.00201,5.09,,,,4.04,313.5,,,200.5,0.43,46,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.00203,,,,,,,,,,,45,,,,17.6,,,,,,,,,,,,,,,,,30,,,,,-36.730165,174.909106,,
38053.00204,4.99,-32,7.19,-76,3.86,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,4.63
38053.00206,5.04,,,,3.88,326.1,,,211.4,0.47,44,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.730127,174.909172,,
38053.00207,,-32,6.99,-67,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.1,4.61
38053.00209,5.04,,,,3.82,330.2,,,225.2,0.46,45,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.730109,174.909223,,
38053.0021,,-28,7.58,-66,3.92,,,,,,,,,,17.67,,,,,,,,,,,,,,,,,,,,,,-36.730116,174.909251,,
38053.00212,5.07,-31,7.19,-74,3.88,333.2,,,208.7,0.48,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,4.6
38053.00213,,,,,4,313.9,,,,,44,,,,17.67,,,,,,,,,,,,,,,,,1,,,,,-36.730094,174.909318,,
38053.00215,,-24,8.16,-49,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6,4.6
38053.00216,4.95,,,,4.12,348.8,,,227.7,0.43,44,,,,,,,,,,,,,,,,,,,,,16,,,,,,,65.6,4.6
38053.00218,,,,,,,,,,,44,,,,17.63,,,,,,,,,,,,,,,,,30,,,,,-36.730062,174.909445,,
38053.0022,,-25,8.16,-63,3.98,,,,,,,,,,17.69,,,,,,,,,,,,,,,,,,,,,,,,66.7,4.57
38053.00221,4.95,-32,7.77,,4.54,330.9,,,211.4,0.44,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,4.59
38053.00223,,,,,,,,,,,43,,,,17.86,,,,,,,,,,,,,,,,,16,,,,,-36.730028,174.909548,,
38053.00224,4.96,-31,8.16,-67,4.66,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5,4.59
38053.00226,4.98,-32,7.77,-74,4.15,330.4,,,221.9,0.44,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9,4.5
38053.00228,,,,,4.64,338.5,,,,,44,,,,17.73,,,,,,,,,,,,,,,,,1,,,,,-36.729994,174.909632,,
38053.0023,,-32,7.58,-75,4.19,,,,,,,,,,17.65,,,,,,,,,,,,,,,,,,,,,,-36.729983,174.909667,,
38053.00231,5.01,-30,8.16,-64,4.52,341.4,,,207.8,0.44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.4,4.54
38053.00233,5.03,,,,5.09,334.6,,,209.3,0.39,45,,,,,,,,,,,,,,,,,,,,,30,,,,,-36.729959,174.909737,,
38053.00235,,,,-71,5.11,,,,,,,,,,17.8,,,,,,,,,,,,,,,,,,,,,,-36.729949,174.909802,,
38053.00236,5.05,-40,7.19,-90,4.54,348.4,,,218.4,0.34,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4,4.61
38053.00238,,,,,,,,,,,46,,,,17.76,,,,,,,,,,,,,,,,,16,,,,,-36.729945,174.909865,,
38053.0024,,-24,8.16,-57,3.98,,,,,,,,,,17.71,,,,,,,,,,,,,,,,,,,,,,,,67.2,4.65
38053.00241,5.13,-32,7.19,-82,3.86,342.7,,,177.2,0.36,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.1,4.71
38053.00243,,,,,3.65,335.9,,,,,46,,,,17.92,,,,,,,,,,,,,,,,,1,,,,,-36.729911,174.909967,,
38053.00244,,-33,7.58,-73,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8,4.64
38053.00246,5.1,-25,8.16,,4.17,349.2,,,175.7,0.5,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6,4.62
38053.00247,,,,,,,,,,,45,,,,17.63,,,,,,,,,,,,,,,,,30,,,,,-36.72988,174.910061,,
38053.00249,,-24,8.16,-53,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,4.68
38053.00251,4.98,,,,3.49,346.6,,,180.7,0.31,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8,4.66
38053.00252,,,,,,,,,,,47,,,,0.66,,,,,,,,,,,,,,,,,16,,,,,-36.72983,174.91016,,
38053.00254,4.93,-20,8.35,-63,3.86,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8,4.61
38053.00256,4.82,,,,4.23,347,,,177,0.48,46,,,,,,,,,,,,,,,,,,,,,30,,,,,-36.729809,174.910257,,
38053.00257,,,,,,,,,,,46,,,,17.71,,,,,,,,,,,,,,,,,1,,,,,-36.72978,174.910279,,
38053.00259,4.82,-31,6.99,-76,3.71,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.9,4.38
38053.0026,4.85,,,,4.21,339.2,,,190.7,0.62,46,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.72976,174.91034,,
38053.00262,,,,-75,3.73,,,,,,,,,,17.71,,,,,,,,,,,,,,,,,,,,,,-36.72975,174.910368,,
38053.00264,4.85,-30,7.58,-67,4.12,,,,189.3,0.57,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5,4.41
38053.00265,,,,,3.71,330.3,,,187.4,0.5,46,,,,17.6,,,,,,,,,,,,,,,,,1,,,,,-36.729728,174.910436,,
38053.00267,,,,-66,4.02,,,,,,,,,,17.64,,,,,,,,,,,,,,,,,,,,,,-36.729715,174.910454,,
38053.00268,4.93,-28,6.99,-73,3.47,338.4,,,195.2,0.41,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.7,4.5
38053.0027,4.95,,,,4.91,301.3,,,194.3,0.33,45,,,,17.75,,,,,,,,,,,,,,,,,30,,,,,-36.729693,174.910537,,
38053.00272,,,,,,,,,,,,,,,17.75,,,,,,,,,,,,,,,,,1,,,,,-36.729681,174.910574,,
38053.00273,4.83,-33,6.6,-85,3.61,9.7,,,195.8,0.37,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5,4.5
38053.00275,4.79,,,,4,328.6,,,200.5,0.49,48,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.729659,174.910655,,
38053.00277,,-29,7.19,-64,3.77,,,,,,,,,,17.81,,,,,,,,,,,,,,,,,,,,,,-36.729649,174.910685,,
38053.00278,4.81,-35,6.99,-89,4.56,343.1,,,194.5,0.59,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9,4.28
38053.0028,4.84,,,,4.12,328.3,,,176.4,0.64,47,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.00282,,,,,,,,,,,,,,,18.04,,,,,,,,,,,,,,,,,16,,,,,-36.729632,174.910773,,
38053.00283,4.82,-37,6.99,-53,3.94,337.4,,,176.7,0.58,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5,4.37
38053.00285,,,,,4.41,317.3,,,,,46,,,,17.77,,,,,,,,,,,,,,,,,30,,,,,-36.729613,174.910831,,
38053.00286,,-28,7.77,-62,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2,4.4
38053.00288,4.85,,,,4.39,333.9,,,176.5,0.51,44,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.00289,,,,,,,,,,,43,,,,17.63,,,,,,,,,,,,,,,,,16,,,,,-36.72958,174.910909,,
38053.00291,,-29,8.16,-64,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9,4.43
38053.00293,4.94,,,,4.5,328.6,,,218.2,0.27,42,,,,,,,,,,,,,,,,,,,,,30,,,,,-36.729543,174.910989,,
38053.00294,,,,,,,,,,,,,,,17.68,,,,,,,,,,,,,,,,,1,,,,,-36.729515,174.911022,,
38053.00296,5.02,-30,7.58,-74,3.88,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1,4.55
38053.00298,5.04,,,,4.25,331.4,,,219.7,0.14,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3,4.6
38053.00299,,,,,,,,,,,44,,,,17.71,,,,,,,,,,,,,,,,,30,,,,,-36.72948,174.911126,,
38053.00301,5.11,-32,7.19,-76,3.94,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4.6
38053.00302,5.11,,,,3.79,323.5,,,153.8,0.12,44,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.00304,,,,-73,4.21,,,,,,,,,,17.56,,,,,,,,,,,,,,,,,,,,,,-36.729432,174.91122,,
38053.00305,5.13,-32,7.77,-76,4.17,333.1,,,176.8,0.1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.2,4.68
38053.00307,,,,,,,,,,,46,,,,17.46,,,,,,,,,,,,,,,,,30,,,,,-36.729395,174.91128,,
38053.00309,,,,-74,4.33,,,,,,,,,,17.5,,,,,,,,,,,,,,,,,,,,,,-36.729382,174.91132,,
38053.0031,5.23,-44,6.6,,4.23,333.9,,,214.7,0.09,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4,4.71
38053.00312,,,,,3.98,335.8,,,174.1,0.12,49,,,,17.64,,,,,,,,,,,,,,,,,16,,,,,-36.729342,174.911421,,
38053.00313,,-32,7.19,-70,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.2,4.72
38053.00315,5.22,-31,8.35,-68,4.52,336.1,,,147,0.39,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.6,4.75
38053.00317,,,,,4.21,343.2,,,,,52,,,,17.44,,,,,,,,,,,,,,,,,1,,,,,-36.729312,174.911519,,
38053.00318,,-25,8.35,-55,4.33,,,,,,,,,,17.41,,,,,,,,,,,,,,,,,,,,,,,,72.5,4.74
38053.0032,5.06,-30,8.16,-64,4.58,17.9,,,138.7,0.6,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,4.81
38053.00322,,,,,4.37,2.9,,,139.7,0.57,51,,,,17.27,,,,,,,,,,,,,,,,,30,,,,,-36.729279,174.911618,,
38053.00323,,-32,7.77,-71,4.31,,,,,,,,,,17.27,,,,,,,,,,,,,,,,,,,,,,,,74,4.78
38053.00325,4.95,-26,8.16,-56,4.39,345.7,,,144,0.45,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.8,4.74
38053.00327,,,,,4.39,353.1,,,,,51,,,,17.25,,,,,,,,,,,,,,,,,16,,,,,-36.729246,174.9117,,
38053.00328,,-28,8.16,-64,4.21,,,,,,,,,,17.23,,,,,,,,,,,,,,,,,,,,,,,,71.7,4.62
38053.0033,4.96,-38,7.58,-83,4.72,355.2,,,158.8,0.4,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4,4.63
